timestamp,well_id,spm,stroke_length_in,vfd_frequency_hz,fluid_level_m,pump_depth_ft,rod_string_diameter_in,rod_string_length_ft,tubing_size_in,is_synthetic
2026-07-29,BGW-008,5.86,100.0,40.2,632.9,3981.1,0.875,3536.2,2.375,True
2026-07-30,BGW-008,6.26,100.0,45.1,632.9,3981.1,0.875,3536.2,2.375,True
2026-07-31,BGW-008,6.23,100.0,42.8,632.9,3981.1,0.875,3536.2,2.375,True
2026-08-01,BGW-008,6.33,110.0,44.3,632.9,3981.1,0.875,3536.2,2.375,True
2026-08-02,BGW-008,5.66,110.0,42.3,632.9,3981.1,0.875,3536.2,2.375,True
2026-08-03,BGW-008,5.88,110.0,42.0,632.9,3981.1,0.875,3536.2,2.375,True
2026-08-04,BGW-008,5.85,95.0,35.9,632.9,3981.1,0.875,3536.2,2.375,True
2026-08-05,BGW-008,6.7,110.0,38.7,632.9,3981.1,0.875,3536.2,2.375,True
2026-08-06,BGW-008,5.97,105.0,43.5,632.9,3981.1,0.875,3536.2,2.375,True
2026-08-07,BGW-008,6.32,70.0,44.3,632.9,3981.1,0.875,3536.2,2.375,True
2026-08-08,BGW-008,5.81,95.0,39.5,632.9,3981.1,0.875,3536.2,2.375,True
2026-08-09,BGW-008,5.93,75.0,43.5,632.9,3981.1,0.875,3536.2,2.375,True
2026-08-10,BGW-008,6.0,115.0,39.5,632.9,3981.1,0.875,3536.2,2.375,True
2026-08-11,BGW-008,5.81,90.0,40.3,632.9,3981.1,0.875,3536.2,2.375,True
2026-08-12,BGW-008,5.79,105.0,41.6,632.9,3981.1,0.875,3536.2,2.375,True
2026-08-13,BGW-008,6.5,110.0,44.1,632.9,3981.1,0.875,3536.2,2.375,True
2026-08-14,BGW-008,5.97,85.0,38.3,632.9,3981.1,0.875,3536.2,2.375,True
2026-08-15,BGW-008,6.27,95.0,42.2,632.9,3981.1,0.875,3536.2,2.375,True
2026-08-16,BGW-008,6.35,95.0,38.5,632.9,3981.1,0.875,3536.2,2.375,True
2026-08-17,BGW-008,6.09,105.0,41.4,632.9,3981.1,0.875,3536.2,2.375,True
2026-08-18,BGW-008,6.0,70.0,41.3,632.9,3981.1,0.875,3536.2,2.375,True
2026-08-19,BGW-008,5.7,115.0,41.6,632.9,3981.1,0.875,3536.2,2.375,True
2026-08-20,BGW-008,5.8,75.0,42.5,632.9,3981.1,0.875,3536.2,2.375,True
2026-08-21,BGW-008,5.91,105.0,45.0,632.9,3981.1,0.875,3536.2,2.375,True
2026-08-22,BGW-008,6.16,70.0,44.4,632.9,3981.1,0.875,3536.2,2.375,True
2026-08-23,BGW-008,5.77,110.0,45.4,632.9,3981.1,0.875,3536.2,2.375,True
2026-08-24,BGW-008,6.07,85.0,42.4,632.9,3981.1,0.875,3536.2,2.375,True
2026-08-25,BGW-008,5.91,75.0,41.7,632.9,3981.1,0.875,3536.2,2.375,True
2026-08-26,BGW-008,5.83,105.0,39.8,632.9,3981.1,0.875,3536.2,2.375,True
2026-07-28,BGW-009,5.29,110.0,43.9,439.8,3493.8,0.75,3514.4,2.875,True
2026-07-29,BGW-009,5.62,70.0,41.5,439.8,3493.8,0.75,3514.4,2.875,True
2026-07-30,BGW-009,4.29,95.0,45.4,439.8,3493.8,0.75,3514.4,2.875,True
2026-07-31,BGW-009,5.14,80.0,47.5,439.8,3493.8,0.75,3514.4,2.875,True
2026-08-01,BGW-009,4.55,70.0,45.1,439.8,3493.8,0.75,3514.4,2.875,True
2026-08-02,BGW-009,4.86,95.0,48.0,439.8,3493.8,0.75,3514.4,2.875,True
2026-08-03,BGW-009,4.69,90.0,42.1,439.8,3493.8,0.75,3514.4,2.875,True
2026-08-04,BGW-009,4.63,70.0,35.0,439.8,3493.8,0.75,3514.4,2.875,True
2026-08-05,BGW-009,4.4,85.0,42.8,439.8,3493.8,0.75,3514.4,2.875,True
2026-08-06,BGW-009,4.95,80.0,35.3,439.8,3493.8,0.75,3514.4,2.875,True
2026-08-07,BGW-009,4.9,80.0,42.5,439.8,3493.8,0.75,3514.4,2.875,True
2026-08-08,BGW-009,5.15,110.0,41.1,439.8,3493.8,0.75,3514.4,2.875,True
2026-08-09,BGW-009,4.33,75.0,44.7,439.8,3493.8,0.75,3514.4,2.875,True
2026-08-10,BGW-009,4.22,80.0,42.1,439.8,3493.8,0.75,3514.4,2.875,True
2026-08-11,BGW-009,5.07,70.0,40.5,439.8,3493.8,0.75,3514.4,2.875,True
2026-08-12,BGW-009,4.73,70.0,38.6,439.8,3493.8,0.75,3514.4,2.875,True
2026-08-13,BGW-009,4.62,115.0,44.0,439.8,3493.8,0.75,3514.4,2.875,True
2026-08-14,BGW-009,4.44,70.0,39.5,439.8,3493.8,0.75,3514.4,2.875,True
2026-08-15,BGW-009,5.46,70.0,43.0,439.8,3493.8,0.75,3514.4,2.875,True
2026-08-16,BGW-009,4.54,100.0,41.6,439.8,3493.8,0.75,3514.4,2.875,True
2026-08-17,BGW-009,5.02,95.0,50.0,439.8,3493.8,0.75,3514.4,2.875,True
2026-08-18,BGW-009,4.96,75.0,46.2,439.8,3493.8,0.75,3514.4,2.875,True
2026-08-19,BGW-009,5.64,115.0,38.1,439.8,3493.8,0.75,3514.4,2.875,True
2026-08-20,BGW-009,4.68,115.0,40.5,439.8,3493.8,0.75,3514.4,2.875,True
2026-08-21,BGW-009,4.66,95.0,45.5,439.8,3493.8,0.75,3514.4,2.875,True
2026-08-22,BGW-009,5.79,80.0,38.3,439.8,3493.8,0.75,3514.4,2.875,True
2026-08-23,BGW-009,4.84,90.0,42.8,439.8,3493.8,0.75,3514.4,2.875,True
2026-08-24,BGW-009,4.97,75.0,38.2,439.8,3493.8,0.75,3514.4,2.875,True
2026-08-25,BGW-009,5.16,95.0,46.4,439.8,3493.8,0.75,3514.4,2.875,True
2026-08-26,BGW-009,4.91,90.0,40.3,439.8,3493.8,0.75,3514.4,2.875,True
2026-07-28,BGW-011,4.12,95.0,43.3,666.2,3990.0,1.0,3497.3,2.875,True
2026-07-29,BGW-011,4.78,70.0,38.0,666.2,3990.0,1.0,3497.3,2.875,True
2026-07-30,BGW-011,4.03,115.0,43.2,666.2,3990.0,1.0,3497.3,2.875,True
2026-07-31,BGW-011,4.35,100.0,39.6,666.2,3990.0,1.0,3497.3,2.875,True
2026-08-01,BGW-011,4.25,85.0,46.0,666.2,3990.0,1.0,3497.3,2.875,True
2026-08-02,BGW-011,4.36,105.0,41.9,666.2,3990.0,1.0,3497.3,2.875,True
2026-08-03,BGW-011,4.18,95.0,41.8,666.2,3990.0,1.0,3497.3,2.875,True
2026-08-04,BGW-011,3.85,70.0,45.8,666.2,3990.0,1.0,3497.3,2.875,True
2026-08-05,BGW-011,4.76,105.0,40.1,666.2,3990.0,1.0,3497.3,2.875,True
2026-08-06,BGW-011,3.73,115.0,44.0,666.2,3990.0,1.0,3497.3,2.875,True
2026-08-07,BGW-011,3.9,95.0,44.8,666.2,3990.0,1.0,3497.3,2.875,True
2026-08-08,BGW-011,3.93,80.0,38.8,666.2,3990.0,1.0,3497.3,2.875,True
2026-08-09,BGW-011,4.08,95.0,45.1,666.2,3990.0,1.0,3497.3,2.875,True
2026-08-10,BGW-011,4.27,85.0,46.3,666.2,3990.0,1.0,3497.3,2.875,True
2026-08-11,BGW-011,4.35,75.0,35.4,666.2,3990.0,1.0,3497.3,2.875,True
2026-08-12,BGW-011,4.71,85.0,38.3,666.2,3990.0,1.0,3497.3,2.875,True
2026-08-13,BGW-011,4.12,75.0,46.1,666.2,3990.0,1.0,3497.3,2.875,True
2026-08-14,BGW-011,4.04,75.0,41.0,666.2,3990.0,1.0,3497.3,2.875,True
2026-08-15,BGW-011,4.27,70.0,43.2,666.2,3990.0,1.0,3497.3,2.875,True
2026-08-16,BGW-011,4.16,90.0,39.5,666.2,3990.0,1.0,3497.3,2.875,True
2026-08-17,BGW-011,4.39,80.0,39.8,666.2,3990.0,1.0,3497.3,2.875,True
2026-08-18,BGW-011,4.26,85.0,41.3,666.2,3990.0,1.0,3497.3,2.875,True
2026-08-19,BGW-011,4.29,110.0,49.4,666.2,3990.0,1.0,3497.3,2.875,True
2026-08-20,BGW-011,3.73,100.0,43.4,666.2,3990.0,1.0,3497.3,2.875,True
2026-08-21,BGW-011,4.06,95.0,43.6,666.2,3990.0,1.0,3497.3,2.875,True
2026-08-22,BGW-011,4.6,80.0,41.0,666.2,3990.0,1.0,3497.3,2.875,True
2026-08-23,BGW-011,4.23,105.0,43.4,666.2,3990.0,1.0,3497.3,2.875,True
2026-08-24,BGW-011,3.57,115.0,43.7,666.2,3990.0,1.0,3497.3,2.875,True
2026-08-25,BGW-011,4.88,75.0,45.4,666.2,3990.0,1.0,3497.3,2.875,True
2026-08-26,BGW-011,4.5,75.0,38.1,666.2,3990.0,1.0,3497.3,2.875,True
2026-07-28,BGW-012,5.5,70.0,45.0,873.1,3465.8,1.0,3775.9,3.5,True
2026-07-29,BGW-012,5.53,90.0,43.3,873.1,3465.8,1.0,3775.9,3.5,True
2026-07-30,BGW-012,5.97,90.0,46.7,873.1,3465.8,1.0,3775.9,3.5,True
2026-07-31,BGW-012,4.78,95.0,40.4,873.1,3465.8,1.0,3775.9,3.5,True
2026-08-01,BGW-012,5.51,90.0,39.0,873.1,3465.8,1.0,3775.9,3.5,True
2026-08-02,BGW-012,5.3,80.0,44.3,873.1,3465.8,1.0,3775.9,3.5,True
2026-08-03,BGW-012,5.73,105.0,39.0,873.1,3465.8,1.0,3775.9,3.5,True
2026-08-04,BGW-012,5.36,90.0,42.3,873.1,3465.8,1.0,3775.9,3.5,True
2026-08-05,BGW-012,6.26,80.0,40.2,873.1,3465.8,1.0,3775.9,3.5,True
2026-08-06,BGW-012,5.41,100.0,39.9,873.1,3465.8,1.0,3775.9,3.5,True
2026-08-07,BGW-012,5.58,95.0,44.2,873.1,3465.8,1.0,3775.9,3.5,True
2026-08-08,BGW-012,5.2,75.0,42.3,873.1,3465.8,1.0,3775.9,3.5,True
2026-08-09,BGW-012,5.35,70.0,39.7,873.1,3465.8,1.0,3775.9,3.5,True
2026-08-10,BGW-012,5.36,90.0,40.2,873.1,3465.8,1.0,3775.9,3.5,True
2026-08-11,BGW-012,5.97,95.0,37.1,873.1,3465.8,1.0,3775.9,3.5,True
2026-08-12,BGW-012,5.85,105.0,43.5,873.1,3465.8,1.0,3775.9,3.5,True
2026-08-13,BGW-012,6.1,105.0,38.5,873.1,3465.8,1.0,3775.9,3.5,True
2026-08-14,BGW-012,6.28,90.0,43.7,873.1,3465.8,1.0,3775.9,3.5,True
2026-08-15,BGW-012,6.03,105.0,42.7,873.1,3465.8,1.0,3775.9,3.5,True
2026-08-16,BGW-012,5.14,85.0,37.9,873.1,3465.8,1.0,3775.9,3.5,True
2026-08-17,BGW-012,5.35,85.0,43.9,873.1,3465.8,1.0,3775.9,3.5,True
2026-08-18,BGW-012,5.44,115.0,43.2,873.1,3465.8,1.0,3775.9,3.5,True
2026-08-19,BGW-012,5.72,95.0,42.3,873.1,3465.8,1.0,3775.9,3.5,True
2026-08-20,BGW-012,5.36,100.0,37.4,873.1,3465.8,1.0,3775.9,3.5,True
2026-08-21,BGW-012,5.71,80.0,41.8,873.1,3465.8,1.0,3775.9,3.5,True
2026-08-22,BGW-012,5.71,95.0,45.2,873.1,3465.8,1.0,3775.9,3.5,True
2026-08-23,BGW-012,5.45,70.0,40.2,873.1,3465.8,1.0,3775.9,3.5,True
2026-08-24,BGW-012,5.49,100.0,35.2,873.1,3465.8,1.0,3775.9,3.5,True
2026-08-25,BGW-012,5.49,85.0,40.0,873.1,3465.8,1.0,3775.9,3.5,True
2026-08-26,BGW-012,6.45,75.0,42.0,873.1,3465.8,1.0,3775.9,3.5,True
2026-07-28,BGW-014,4.47,95.0,43.4,454.2,4207.1,1.0,3658.0,2.375,True
2026-07-29,BGW-014,4.03,85.0,38.2,454.2,4207.1,1.0,3658.0,2.375,True
2026-07-30,BGW-014,4.49,70.0,41.8,454.2,4207.1,1.0,3658.0,2.375,True
2026-07-31,BGW-014,4.65,90.0,41.2,454.2,4207.1,1.0,3658.0,2.375,True
2026-08-01,BGW-014,4.07,95.0,48.0,454.2,4207.1,1.0,3658.0,2.375,True
2026-08-02,BGW-014,4.45,70.0,39.1,454.2,4207.1,1.0,3658.0,2.375,True
2026-08-03,BGW-014,4.05,85.0,43.1,454.2,4207.1,1.0,3658.0,2.375,True
2026-08-04,BGW-014,4.08,80.0,37.3,454.2,4207.1,1.0,3658.0,2.375,True
2026-08-05,BGW-014,4.25,105.0,39.7,454.2,4207.1,1.0,3658.0,2.375,True
2026-08-06,BGW-014,4.66,115.0,38.5,454.2,4207.1,1.0,3658.0,2.375,True
2026-08-07,BGW-014,4.32,100.0,40.4,454.2,4207.1,1.0,3658.0,2.375,True
2026-08-08,BGW-014,4.25,105.0,37.9,454.2,4207.1,1.0,3658.0,2.375,True
2026-08-09,BGW-014,4.65,75.0,43.9,454.2,4207.1,1.0,3658.0,2.375,True
2026-08-10,BGW-014,3.89,95.0,45.7,454.2,4207.1,1.0,3658.0,2.375,True
2026-08-11,BGW-014,4.47,95.0,45.5,454.2,4207.1,1.0,3658.0,2.375,True
2026-08-12,BGW-014,3.68,95.0,44.1,454.2,4207.1,1.0,3658.0,2.375,True
2026-08-13,BGW-014,4.07,105.0,43.6,454.2,4207.1,1.0,3658.0,2.375,True
2026-08-14,BGW-014,4.38,115.0,39.9,454.2,4207.1,1.0,3658.0,2.375,True
2026-08-15,BGW-014,4.59,90.0,40.3,454.2,4207.1,1.0,3658.0,2.375,True
2026-08-16,BGW-014,4.31,115.0,38.6,454.2,4207.1,1.0,3658.0,2.375,True
2026-08-17,BGW-014,3.5,75.0,35.6,454.2,4207.1,1.0,3658.0,2.375,True
2026-08-18,BGW-014,4.24,90.0,41.2,454.2,4207.1,1.0,3658.0,2.375,True
2026-08-19,BGW-014,3.5,105.0,37.2,454.2,4207.1,1.0,3658.0,2.375,True
2026-08-20,BGW-014,4.57,85.0,39.3,454.2,4207.1,1.0,3658.0,2.375,True
2026-08-21,BGW-014,4.71,105.0,45.3,454.2,4207.1,1.0,3658.0,2.375,True
2026-08-22,BGW-014,4.75,80.0,42.8,454.2,4207.1,1.0,3658.0,2.375,True
2026-08-23,BGW-014,4.7,110.0,44.6,454.2,4207.1,1.0,3658.0,2.375,True
2026-08-24,BGW-014,4.73,75.0,37.8,454.2,4207.1,1.0,3658.0,2.375,True
2026-08-25,BGW-014,4.0,105.0,40.2,454.2,4207.1,1.0,3658.0,2.375,True
2026-08-26,BGW-014,4.23,95.0,46.4,454.2,4207.1,1.0,3658.0,2.375,True
2026-07-28,BGW-016,5.33,80.0,44.2,842.6,3779.5,0.875,3309.1,3.5,True
2026-07-29,BGW-016,6.55,80.0,37.3,842.6,3779.5,0.875,3309.1,3.5,True
2026-07-30,BGW-016,5.33,115.0,43.4,842.6,3779.5,0.875,3309.1,3.5,True
2026-07-31,BGW-016,6.04,100.0,45.8,842.6,3779.5,0.875,3309.1,3.5,True
2026-08-01,BGW-016,5.22,90.0,42.0,842.6,3779.5,0.875,3309.1,3.5,True
2026-08-02,BGW-016,4.85,75.0,36.7,842.6,3779.5,0.875,3309.1,3.5,True
2026-08-03,BGW-016,5.89,95.0,42.6,842.6,3779.5,0.875,3309.1,3.5,True
2026-08-04,BGW-016,5.26,115.0,42.2,842.6,3779.5,0.875,3309.1,3.5,True
2026-08-05,BGW-016,6.28,75.0,44.1,842.6,3779.5,0.875,3309.1,3.5,True
2026-08-06,BGW-016,5.49,95.0,38.7,842.6,3779.5,0.875,3309.1,3.5,True
2026-08-07,BGW-016,5.88,100.0,41.0,842.6,3779.5,0.875,3309.1,3.5,True
2026-08-08,BGW-016,5.45,100.0,41.7,842.6,3779.5,0.875,3309.1,3.5,True
