timestamp,well_id,oil_BOPD,water_cut_frac,total_liquid_BLPD,is_synthetic
2026-08-05,BGW-009,17.22,0.172,20.8,True
2026-08-06,BGW-009,22.22,0.172,26.83,True
2026-08-07,BGW-009,13.79,0.172,16.66,True
2026-08-08,BGW-009,5.58,0.172,6.73,True
2026-08-09,BGW-009,15.7,0.172,18.96,True
2026-08-10,BGW-009,7.78,0.172,9.39,True
2026-08-11,BGW-009,8.48,0.172,10.24,True
2026-08-12,BGW-009,22.08,0.172,26.67,True
2026-08-13,BGW-009,9.66,0.172,11.67,True
2026-08-14,BGW-009,21.99,0.172,26.56,True
2026-08-15,BGW-009,11.11,0.172,13.42,True
2026-08-16,BGW-009,18.68,0.172,22.56,True
2026-08-17,BGW-009,9.8,0.172,11.83,True
2026-08-18,BGW-009,12.76,0.172,15.41,True
2026-08-19,BGW-009,6.35,0.172,7.67,True
2026-08-20,BGW-009,21.31,0.172,25.73,True
2026-08-21,BGW-009,20.21,0.172,24.41,True
2026-08-22,BGW-009,16.92,0.172,20.43,True
2026-08-23,BGW-009,20.84,0.172,25.16,True
2026-08-24,BGW-009,8.91,0.172,10.76,True
2026-08-25,BGW-009,15.11,0.172,18.24,True
2026-08-26,BGW-009,5.35,0.172,6.46,True
2026-07-28,BGW-011,2.65,0.191,3.28,True
2026-07-29,BGW-011,8.67,0.191,10.72,True
2026-07-30,BGW-011,4.12,0.191,5.09,True
2026-07-31,BGW-011,6.84,0.191,8.45,True
2026-08-01,BGW-011,5.65,0.191,6.98,True
2026-08-02,BGW-011,6.31,0.191,7.8,True
2026-08-03,BGW-011,8.85,0.191,10.94,True
2026-08-04,BGW-011,3.39,0.191,4.19,True
2026-08-05,BGW-011,5.39,0.191,6.66,True
2026-08-06,BGW-011,8.2,0.191,10.14,True
2026-08-07,BGW-011,6.39,0.191,7.9,True
2026-08-08,BGW-011,8.62,0.191,10.66,True
2026-08-09,BGW-011,7.63,0.191,9.43,True
2026-08-10,BGW-011,7.42,0.191,9.18,True
2026-08-11,BGW-011,5.07,0.191,6.27,True
2026-08-12,BGW-011,3.08,0.191,3.81,True
2026-08-13,BGW-011,3.97,0.191,4.9,True
2026-08-14,BGW-011,4.88,0.191,6.03,True
2026-08-15,BGW-011,5.57,0.191,6.88,True
2026-08-16,BGW-011,7.64,0.191,9.45,True
2026-08-17,BGW-011,2.24,0.191,2.76,True
2026-08-18,BGW-011,7.46,0.191,9.22,True
2026-08-19,BGW-011,6.78,0.191,8.38,True
2026-08-20,BGW-011,4.63,0.191,5.72,True
2026-08-21,BGW-011,5.61,0.191,6.93,True
2026-08-22,BGW-011,2.9,0.191,3.58,True
2026-08-23,BGW-011,8.37,0.191,10.35,True
2026-08-24,BGW-011,3.51,0.191,4.34,True
2026-08-25,BGW-011,3.06,0.191,3.78,True
2026-08-26,BGW-011,5.5,0.191,6.79,True
2026-07-28,BGW-012,7.81,0.179,9.52,True
2026-07-29,BGW-012,4.21,0.179,5.13,True
2026-07-30,BGW-012,5.63,0.179,6.85,True
2026-07-31,BGW-012,8.78,0.179,10.69,True
2026-08-01,BGW-012,7.18,0.179,8.75,True
2026-08-02,BGW-012,11.03,0.179,13.43,True
2026-08-03,BGW-012,5.3,0.179,6.46,True
2026-08-04,BGW-012,7.93,0.179,9.66,True
2026-08-05,BGW-012,8.62,0.179,10.49,True
2026-08-06,BGW-012,5.32,0.179,6.48,True
2026-08-07,BGW-012,4.71,0.179,5.74,True
2026-08-08,BGW-012,4.0,0.179,4.87,True
2026-08-09,BGW-012,9.36,0.179,11.41,True
2026-08-10,BGW-012,4.14,0.179,5.04,True
2026-08-11,BGW-012,7.21,0.179,8.78,True
2026-08-12,BGW-012,7.2,0.179,8.77,True
2026-08-13,BGW-012,8.43,0.179,10.27,True
2026-08-14,BGW-012,4.39,0.179,5.35,True
2026-08-15,BGW-012,2.73,0.179,3.33,True
2026-08-16,BGW-012,8.04,0.179,9.79,True
2026-08-17,BGW-012,6.65,0.179,8.1,True
2026-08-18,BGW-012,3.69,0.179,4.5,True
2026-08-19,BGW-012,4.91,0.179,5.97,True
2026-08-20,BGW-012,5.53,0.179,6.73,True
2026-08-21,BGW-012,2.75,0.179,3.35,True
2026-08-22,BGW-012,5.18,0.179,6.3,True
2026-08-23,BGW-012,8.71,0.179,10.61,True
2026-08-24,BGW-012,2.99,0.179,3.64,True
2026-08-25,BGW-012,4.85,0.179,5.9,True
2026-08-26,BGW-012,10.94,0.179,13.33,True
2026-07-28,BGW-014,24.23,0.103,27.02,True
2026-07-29,BGW-014,24.93,0.103,27.79,True
2026-07-30,BGW-014,13.8,0.103,15.38,True
2026-07-31,BGW-014,11.39,0.103,12.7,True
2026-08-01,BGW-014,25.0,0.103,27.87,True
2026-08-02,BGW-014,11.59,0.103,12.92,True
2026-08-03,BGW-014,17.66,0.103,19.69,True
2026-08-04,BGW-014,25.0,0.103,27.87,True
2026-08-05,BGW-014,16.67,0.103,18.59,True
2026-08-06,BGW-014,14.31,0.103,15.95,True
2026-08-07,BGW-014,16.29,0.103,18.16,True
2026-08-08,BGW-014,13.81,0.103,15.39,True
2026-08-09,BGW-014,7.11,0.103,7.92,True
2026-08-10,BGW-014,25.0,0.103,27.87,True
2026-08-11,BGW-014,15.07,0.103,16.8,True
2026-08-12,BGW-014,17.01,0.103,18.97,True
2026-08-13,BGW-014,11.19,0.103,12.47,True
2026-08-14,BGW-014,12.24,0.103,13.64,True
2026-08-15,BGW-014,13.02,0.103,14.52,True
2026-08-16,BGW-014,14.73,0.103,16.42,True
2026-08-17,BGW-014,7.1,0.103,7.91,True
2026-08-18,BGW-014,22.35,0.103,24.92,True
2026-08-19,BGW-014,15.9,0.103,17.73,True
2026-08-20,BGW-014,10.66,0.103,11.89,True
2026-08-21,BGW-014,25.0,0.103,27.87,True
2026-08-22,BGW-014,25.0,0.103,27.87,True
2026-08-23,BGW-014,15.74,0.103,17.54,True
2026-08-24,BGW-014,6.67,0.103,7.44,True
2026-08-25,BGW-014,21.29,0.103,23.73,True
2026-08-26,BGW-014,18.93,0.103,21.11,True
2026-07-28,BGW-016,15.14,0.1,16.82,True
2026-07-29,BGW-016,10.53,0.1,11.71,True
2026-07-30,BGW-016,19.41,0.1,21.56,True
2026-07-31,BGW-016,13.77,0.1,15.3,True
2026-08-01,BGW-016,12.04,0.1,13.38,True
2026-08-02,BGW-016,8.27,0.1,9.19,True
2026-08-03,BGW-016,22.29,0.1,24.77,True
2026-08-04,BGW-016,21.08,0.1,23.43,True
2026-08-05,BGW-016,20.43,0.1,22.69,True
2026-08-06,BGW-016,22.3,0.1,24.78,True
2026-08-07,BGW-016,17.85,0.1,19.83,True
2026-08-08,BGW-016,16.74,0.1,18.6,True
2026-08-09,BGW-016,13.26,0.1,14.73,True
2026-08-10,BGW-016,17.81,0.1,19.79,True
2026-08-11,BGW-016,15.33,0.1,17.03,True
2026-08-12,BGW-016,24.94,0.1,27.71,True
2026-08-13,BGW-016,8.21,0.1,9.12,True
2026-08-14,BGW-016,22.33,0.1,24.81,True
2026-08-15,BGW-016,15.9,0.1,17.67,True
2026-08-16,BGW-016,24.92,0.1,27.69,True
2026-08-17,BGW-016,25.0,0.1,27.78,True
2026-08-18,BGW-016,11.96,0.1,13.29,True
2026-08-19,BGW-016,10.95,0.1,12.16,True
2026-08-20,BGW-016,7.52,0.1,8.35,True
2026-08-21,BGW-016,19.92,0.1,22.13,True
2026-08-22,BGW-016,7.64,0.1,8.49,True
2026-08-23,BGW-016,13.8,0.1,15.34,True
2026-08-24,BGW-016,12.93,0.1,14.37,True
2026-08-25,BGW-016,25.0,0.1,27.78,True
2026-08-26,BGW-016,12.7,0.1,14.11,True
2026-07-28,BGW-017,23.28,0.245,30.84,True
2026-07-29,BGW-017,14.02,0.245,18.57,True
2026-07-30,BGW-017,23.49,0.245,31.11,True
2026-07-31,BGW-017,22.01,0.245,29.15,True
2026-08-01,BGW-017,9.92,0.245,13.14,True
2026-08-02,BGW-017,15.8,0.245,20.92,True
2026-08-03,BGW-017,20.57,0.245,27.24,True
2026-08-04,BGW-017,17.07,0.245,22.61,True
2026-08-05,BGW-017,20.41,0.245,27.04,True
2026-08-06,BGW-017,22.58,0.245,29.91,True
2026-08-07,BGW-017,25.0,0.245,33.11,True
2026-08-08,BGW-017,9.88,0.245,13.09,True
2026-08-09,BGW-017,13.86,0.245,18.36,True
2026-08-10,BGW-017,13.18,0.245,17.46,True
2026-08-11,BGW-017,25.0,0.245,33.11,True
2026-08-12,BGW-017,14.09,0.245,18.67,True
2026-08-13,BGW-017,25.0,0.245,33.11,True
2026-08-14,BGW-017,20.87,0.245,27.64,True
2026-08-15,BGW-017,8.35,0.245,11.06,True
2026-08-16,BGW-017,15.35,0.245,20.33,True
2026-08-17,BGW-017,25.0,0.245,33.11,True
2026-08-18,BGW-017,7.01,0.245,9.28,True
2026-08-19,BGW-017,25.0,0.245,33.11,True
2026-08-20,BGW-017,8.12,0.245,10.76,True
2026-08-21,BGW-017,25.0,0.245,33.11,True
2026-08-22,BGW-017,25.0,0.245,33.11,True
2026-08-23,BGW-017,18.65,0.245,24.71,True
2026-08-24,BGW-017,17.17,0.245,22.74,True
2026-08-25,BGW-017,13.44,0.245,17.8,True
2026-08-26,BGW-017,25.0,0.245,33.11,True
2026-07-28,BGW-018,6.63,0.085,7.25,True
2026-07-29,BGW-018,4.44,0.085,4.85,True
2026-07-30,BGW-018,11.27,0.085,12.32,True
2026-07-31,BGW-018,9.97,0.085,10.89,True
2026-08-01,BGW-018,7.47,0.085,8.16,True
2026-08-02,BGW-018,10.51,0.085,11.48,True
2026-08-03,BGW-018,13.95,0.085,15.24,True
2026-08-04,BGW-018,14.8,0.085,16.17,True
2026-08-05,BGW-018,7.82,0.085,8.55,True
2026-08-06,BGW-018,7.89,0.085,8.62,True
2026-08-07,BGW-018,13.53,0.085,14.79,True
2026-08-08,BGW-018,5.91,0.085,6.46,True
2026-08-09,BGW-018,7.67,0.085,8.38,True
2026-08-10,BGW-018,14.86,0.085,16.24,True
2026-08-11,BGW-018,6.66,0.085,7.28,True
2026-08-12,BGW-018,11.27,0.085,12.32,True
2026-08-13,BGW-018,4.32,0.085,4.72,True
2026-08-14,BGW-018,8.4,0.085,9.18,True
2026-08-15,BGW-018,3.65,0.085,3.98,True
2026-08-16,BGW-018,11.75,0.085,12.84,True
2026-08-17,BGW-018,6.07,0.085,6.63,True
2026-08-18,BGW-018,5.73,0.085,6.26,True
2026-08-19,BGW-018,5.14,0.085,5.62,True
2026-08-20,BGW-018,7.28,0.085,7.96,True
2026-08-21,BGW-018,8.09,0.085,8.84,True
2026-08-22,BGW-018,10.38,0.085,11.34,True
2026-08-23,BGW-018,6.77,0.085,7.4,True
2026-08-24,BGW-018,5.95,0.085,6.5,True
2026-08-25,BGW-018,7.7,0.085,8.42,True
2026-08-26,BGW-018,8.97,0.085,9.81,True
2026-07-28,BGW-019,25.0,0.247,33.2,True
2026-07-29,BGW-019,8.76,0.247,11.63,True
2026-07-30,BGW-019,25.0,0.247,33.2,True
2026-07-31,BGW-019,25.0,0.247,33.2,True
2026-08-01,BGW-019,25.0,0.247,33.2,True
2026-08-02,BGW-019,11.54,0.247,15.33,True
2026-08-03,BGW-019,18.19,0.247,24.15,True
2026-08-04,BGW-019,11.98,0.247,15.9,True
2026-08-05,BGW-019,25.0,0.247,33.2,True
2026-08-06,BGW-019,18.85,0.247,25.03,True
2026-08-07,BGW-019,10.0,0.247,13.28,True
2026-08-08,BGW-019,22.11,0.247,29.37,True
2026-08-09,BGW-019,19.24,0.247,25.55,True
2026-08-10,BGW-019,25.0,0.247,33.2,True
2026-08-11,BGW-019,8.0,0.247,10.63,True
2026-08-12,BGW-019,7.72,0.247,10.25,True
2026-08-13,BGW-019,13.67,0.247,18.15,True
2026-08-14,BGW-019,25.0,0.247,33.2,True
2026-08-15,BGW-019,25.0,0.247,33.2,True
2026-08-16,BGW-019,11.56,0.247,15.35,True
2026-08-17,BGW-019,21.91,0.247,29.1,True
2026-08-18,BGW-019,16.95,0.247,22.52,True
2026-08-19,BGW-019,9.67,0.247,12.85,True
2026-08-20,BGW-019,19.46,0.247,25.84,True
2026-08-21,BGW-019,25.0,0.247,33.2,True
2026-08-22,BGW-019,7.79,0.247,10.34,True
2026-08-23,BGW-019,17.34,0.247,23.02,True
2026-08-24,BGW-019,22.51,0.247,29.9,True
2026-08-25,BGW-019,25.0,0.247,33.2,True
2026-08-26,BGW-019,19.37,0.247,25.72,True
2026-07-28,BGW-021,13.63,0.095,15.07,True
2026-07-29,BGW-021,9.74,0.095,10.76,True
2026-07-30,BGW-021,7.25,0.095,8.01,True
2026-07-31,BGW-021,12.97,0.095,14.33,True
2026-08-01,BGW-021,12.09,0.095,13.36,True
2026-08-02,BGW-021,13.45,0.095,14.87,True
2026-08-03,BGW-021,7.73,0.095,8.54,True
2026-08-04,BGW-021,13.72,0.095,15.16,True
2026-08-05,BGW-021,8.02,0.095,8.86,True
2026-08-06,BGW-021,7.69,0.095,8.5,True
2026-08-07,BGW-021,9.48,0.095,10.47,True
2026-08-08,BGW-021,5.23,0.095,5.78,True
2026-08-09,BGW-021,7.34,0.095,8.11,True
2026-08-10,BGW-021,6.34,0.095,7.01,True
2026-08-11,BGW-021,3.81,0.095,4.21,True
2026-08-12,BGW-021,10.74,0.095,11.86,True
2026-08-13,BGW-021,3.82,0.095,4.22,True
2026-08-14,BGW-021,4.11,0.095,4.54,True
2026-08-15,BGW-021,5.14,0.095,5.68,True
2026-08-16,BGW-021,13.18,0.095,14.56,True
2026-08-17,BGW-021,12.57,0.095,13.89,True
2026-08-18,BGW-021,10.75,0.095,11.88,True
2026-08-19,BGW-021,3.29,0.095,3.63,True
2026-08-20,BGW-021,9.04,0.095,9.99,True
2026-08-21,BGW-021,11.59,0.095,12.81,True
2026-08-22,BGW-021,10.17,0.095,11.23,True
2026-08-23,BGW-021,3.69,0.095,4.08,True
2026-08-24,BGW-021,6.26,0.095,6.91,True
2026-08-25,BGW-021,6.19,0.095,6.84,True
2026-08-26,BGW-021,9.23,0.095,10.19,True
2026-07-28,BGW-022,16.31,0.146,19.09,True
2026-07-29,BGW-022,15.2,0.146,17.8,True
2026-07-30,BGW-022,17.14,0.146,20.07,True
2026-07-31,BGW-022,13.94,0.146,16.33,True
2026-08-01,BGW-022,23.57,0.146,27.6,True
2026-08-02,BGW-022,23.65,0.146,27.69,True
2026-08-03,BGW-022,8.96,0.146,10.49,True
2026-08-04,BGW-022,16.05,0.146,18.79,True
2026-08-05,BGW-022,19.18,0.146,22.46,True
2026-08-06,BGW-022,25.0,0.146,29.27,True
2026-08-07,BGW-022,21.58,0.146,25.27,True
2026-08-08,BGW-022,25.0,0.146,29.27,True
2026-08-09,BGW-022,17.46,0.146,20.44,True
2026-08-10,BGW-022,22.71,0.146,26.59,True
2026-08-11,BGW-022,22.46,0.146,26.3,True
2026-08-12,BGW-022,25.0,0.146,29.27,True
2026-08-13,BGW-022,19.02,0.146,22.28,True
2026-08-14,BGW-022,18.48,0.146,21.64,True
2026-08-15,BGW-022,24.19,0.146,28.33,True
2026-08-16,BGW-022,22.27,0.146,26.08,True
2026-08-17,BGW-022,25.0,0.146,29.27,True
2026-08-18,BGW-022,25.0,0.146,29.27,True
2026-08-19,BGW-022,19.87,0.146,23.26,True
2026-08-20,BGW-022,17.02,0.146,19.93,True
2026-08-21,BGW-022,21.52,0.146,25.19,True
2026-08-22,BGW-022,15.28,0.146,17.89,True
2026-08-23,BGW-022,25.0,0.146,29.27,True
2026-08-24,BGW-022,15.73,0.146,18.42,True
2026-08-25,BGW-022,25.0,0.146,29.27,True
2026-08-26,BGW-022,25.0,0.146,29.27,True
2026-07-28,BGW-025,9.51,0.126,10.89,True
2026-07-29,BGW-025,8.25,0.126,9.44,True
2026-07-30,BGW-025,8.7,0.126,9.95,True
2026-07-31,BGW-025,8.97,0.126,10.26,True
2026-08-01,BGW-025,5.08,0.126,5.81,True
2026-08-02,BGW-025,11.58,0.126,13.25,True
2026-08-03,BGW-025,8.4,0.126,9.61,True
2026-08-04,BGW-025,11.07,0.126,12.66,True
2026-08-05,BGW-025,6.56,0.126,7.5,True
2026-08-06,BGW-025,4.55,0.126,5.2,True
2026-08-07,BGW-025,3.51,0.126,4.01,True
2026-08-08,BGW-025,9.47,0.126,10.83,True
2026-08-09,BGW-025,9.34,0.126,10.69,True
2026-08-10,BGW-025,4.29,0.126,4.91,True
2026-08-11,BGW-025,11.27,0.126,12.89,True
2026-08-12,BGW-025,6.0,0.126,6.87,True
2026-08-13,BGW-025,7.09,0.126,8.12,True
2026-08-14,BGW-025,11.07,0.126,12.67,True
2026-08-15,BGW-025,12.86,0.126,14.71,True
2026-08-16,BGW-025,3.15,0.126,3.6,True
2026-08-17,BGW-025,6.87,0.126,7.86,True
2026-08-18,BGW-025,12.24,0.126,14.0,True
2026-08-19,BGW-025,4.78,0.126,5.47,True
2026-08-20,BGW-025,8.67,0.126,9.92,True
2026-08-21,BGW-025,9.59,0.126,10.97,True
2026-08-22,BGW-025,6.88,0.126,7.87,True
2026-08-23,BGW-025,11.47,0.126,13.13,True
2026-08-24,BGW-025,10.19,0.126,11.66,True
2026-08-25,BGW-025,11.22,0.126,12.84,True
2026-08-26,BGW-025,6.11,0.126,6.99,True
2026-07-28,BGW-026,18.04,0.101,20.07,True
2026-07-29,BGW-026,18.84,0.101,20.96,True
2026-07-30,BGW-026,8.7,0.101,9.68,True
2026-07-31,BGW-026,12.93,0.101,14.39,True
2026-08-01,BGW-026,9.86,0.101,10.97,True
2026-08-02,BGW-026,8.33,0.101,9.26,True
2026-08-03,BGW-026,22.87,0.101,25.43,True
2026-08-04,BGW-026,23.21,0.101,25.82,True
2026-08-05,BGW-026,13.88,0.101,15.44,True
2026-08-06,BGW-026,8.94,0.101,9.95,True
2026-08-07,BGW-026,22.95,0.101,25.53,True
2026-08-08,BGW-026,19.84,0.101,22.07,True
2026-08-09,BGW-026,25.0,0.101,27.81,True
2026-08-10,BGW-026,13.96,0.101,15.52,True
2026-08-11,BGW-026,25.0,0.101,27.81,True
2026-08-12,BGW-026,25.0,0.101,27.81,True
2026-08-13,BGW-026,24.72,0.101,27.49,True
2026-08-14,BGW-026,7.03,0.101,7.82,True
2026-08-15,BGW-026,14.62,0.101,16.26,True
2026-08-16,BGW-026,25.0,0.101,27.81,True
2026-08-17,BGW-026,14.14,0.101,15.73,True
2026-08-18,BGW-026,24.95,0.101,27.76,True
2026-08-19,BGW-026,13.52,0.101,15.03,True
2026-08-20,BGW-026,19.7,0.101,21.91,True
2026-08-21,BGW-026,23.92,0.101,26.6,True
2026-08-22,BGW-026,11.5,0.101,12.79,True
2026-08-23,BGW-026,13.93,0.101,15.49,True
2026-08-24,BGW-026,7.02,0.101,7.81,True
2026-08-25,BGW-026,8.71,0.101,9.69,True
2026-08-26,BGW-026,13.41,0.101,14.91,True
2026-07-28,BGW-028,11.93,0.231,15.51,True
2026-07-29,BGW-028,13.52,0.231,17.58,True
2026-07-30,BGW-028,6.32,0.231,8.22,True
2026-07-31,BGW-028,11.73,0.231,15.26,True
2026-08-01,BGW-028,18.16,0.231,23.62,True
