timestamp,well_id,cycle_num,steam_volume_bbl,injection_pressure_psi,steam_quality_frac,soak_duration_days,reservoir_temperature_C,is_synthetic
2026-08-06,BGW-006,7,945.0,233.1,0.895,12.1,67.6,True
2026-08-07,BGW-006,7,987.1,233.1,0.895,14.0,61.5,True
2026-08-08,BGW-006,7,885.5,233.1,0.895,10.4,55.2,True
2026-08-09,BGW-006,7,981.1,233.1,0.895,11.1,67.9,True
2026-08-10,BGW-006,7,895.3,233.1,0.895,9.1,67.8,True
2026-08-11,BGW-006,8,900.9,233.1,0.895,14.4,57.6,True
2026-08-12,BGW-006,8,984.8,233.1,0.895,10.2,58.4,True
2026-08-13,BGW-006,8,967.7,233.1,0.895,15.1,67.5,True
2026-08-14,BGW-006,8,956.0,233.1,0.895,11.1,61.5,True
2026-08-15,BGW-006,8,962.6,233.1,0.895,11.9,54.4,True
2026-08-16,BGW-006,8,858.9,233.1,0.895,10.4,54.9,True
2026-08-17,BGW-006,8,889.0,233.1,0.895,13.2,55.4,True
2026-08-18,BGW-006,9,927.4,233.1,0.895,10.9,53.8,True
2026-08-19,BGW-006,9,968.3,233.1,0.895,15.1,60.0,True
2026-08-20,BGW-006,9,959.2,233.1,0.895,11.4,57.6,True
2026-08-21,BGW-006,9,891.0,233.1,0.895,10.9,68.0,True
2026-08-22,BGW-006,9,916.3,233.1,0.895,16.9,56.5,True
2026-08-23,BGW-006,9,908.2,233.1,0.895,14.3,58.2,True
2026-08-24,BGW-006,9,947.9,233.1,0.895,10.4,60.1,True
2026-08-25,BGW-006,10,857.6,233.1,0.895,11.7,62.4,True
2026-08-26,BGW-006,10,952.4,233.1,0.895,9.4,68.6,True
2026-07-28,BGW-007,3,879.4,257.1,0.81,11.6,57.1,True
2026-07-29,BGW-007,3,806.0,257.1,0.81,12.7,52.1,True
2026-07-30,BGW-007,3,810.4,257.1,0.81,11.7,56.1,True
2026-07-31,BGW-007,3,804.6,257.1,0.81,13.2,62.2,True
2026-08-01,BGW-007,3,834.9,257.1,0.81,10.4,51.0,True
2026-08-02,BGW-007,3,862.8,257.1,0.81,11.4,62.2,True
2026-08-03,BGW-007,3,754.9,257.1,0.81,12.6,62.9,True
2026-08-04,BGW-007,4,799.8,257.1,0.81,10.9,64.1,True
2026-08-05,BGW-007,4,809.6,257.1,0.81,13.0,53.1,True
2026-08-06,BGW-007,4,807.2,257.1,0.81,8.7,53.3,True
2026-08-07,BGW-007,4,662.6,257.1,0.81,12.6,53.5,True
2026-08-08,BGW-007,4,857.6,257.1,0.81,12.3,63.6,True
2026-08-09,BGW-007,4,946.3,257.1,0.81,12.4,64.8,True
2026-08-10,BGW-007,4,800.0,257.1,0.81,11.6,52.5,True
2026-08-11,BGW-007,5,867.3,257.1,0.81,15.5,62.1,True
2026-08-12,BGW-007,5,893.6,257.1,0.81,14.7,50.5,True
2026-08-13,BGW-007,5,837.9,257.1,0.81,10.9,54.7,True
2026-08-14,BGW-007,5,744.4,257.1,0.81,13.6,57.0,True
2026-08-15,BGW-007,5,910.4,257.1,0.81,10.4,50.6,True
2026-08-16,BGW-007,5,830.1,257.1,0.81,12.2,61.4,True
2026-08-17,BGW-007,5,849.6,257.1,0.81,11.4,57.7,True
2026-08-18,BGW-007,6,775.3,257.1,0.81,13.0,51.2,True
2026-08-19,BGW-007,6,755.6,257.1,0.81,11.9,61.0,True
2026-08-20,BGW-007,6,720.0,257.1,0.81,11.8,53.9,True
2026-08-21,BGW-007,6,754.0,257.1,0.81,11.8,59.2,True
2026-08-22,BGW-007,6,744.5,257.1,0.81,11.3,62.3,True
2026-08-23,BGW-007,6,811.0,257.1,0.81,13.3,63.0,True
2026-08-24,BGW-007,6,763.3,257.1,0.81,11.4,64.4,True
2026-08-25,BGW-007,7,795.6,257.1,0.81,15.0,56.8,True
2026-08-26,BGW-007,7,797.8,257.1,0.81,11.2,63.4,True
2026-07-28,BGW-008,5,946.6,199.3,0.889,9.1,51.4,True
2026-07-29,BGW-008,5,944.9,199.3,0.889,9.1,48.9,True
2026-07-30,BGW-008,5,1009.3,199.3,0.889,10.9,53.1,True
2026-07-31,BGW-008,5,943.0,199.3,0.889,14.4,59.5,True
2026-08-01,BGW-008,5,981.7,199.3,0.889,10.3,58.0,True
2026-08-02,BGW-008,5,1007.7,199.3,0.889,14.1,53.3,True
2026-08-03,BGW-008,5,1049.8,199.3,0.889,9.3,49.4,True
2026-08-04,BGW-008,6,1013.2,199.3,0.889,12.5,57.8,True
2026-08-05,BGW-008,6,924.6,199.3,0.889,10.8,61.8,True
2026-08-06,BGW-008,6,865.9,199.3,0.889,8.7,54.0,True
2026-08-07,BGW-008,6,988.7,199.3,0.889,13.3,49.1,True
2026-08-08,BGW-008,6,897.3,199.3,0.889,7.0,57.8,True
2026-08-09,BGW-008,6,977.1,199.3,0.889,14.0,51.1,True
2026-08-10,BGW-008,6,1009.2,199.3,0.889,10.1,60.5,True
2026-08-11,BGW-008,7,943.0,199.3,0.889,13.1,50.4,True
2026-08-12,BGW-008,7,982.4,199.3,0.889,12.2,59.4,True
2026-08-13,BGW-008,7,951.1,199.3,0.889,13.9,59.0,True
2026-08-14,BGW-008,7,954.5,199.3,0.889,12.8,53.6,True
2026-08-15,BGW-008,7,866.8,199.3,0.889,11.9,51.7,True
2026-08-16,BGW-008,7,942.7,199.3,0.889,13.3,61.2,True
2026-08-17,BGW-008,7,1016.9,199.3,0.889,14.0,52.3,True
2026-08-18,BGW-008,8,1033.4,199.3,0.889,8.9,50.7,True
2026-08-19,BGW-008,8,954.2,199.3,0.889,13.9,58.4,True
2026-08-20,BGW-008,8,1020.7,199.3,0.889,11.8,61.3,True
2026-08-21,BGW-008,8,1027.7,199.3,0.889,12.5,54.2,True
2026-08-22,BGW-008,8,913.5,199.3,0.889,11.7,59.3,True
2026-08-23,BGW-008,8,1003.0,199.3,0.889,11.7,55.8,True
2026-08-24,BGW-008,8,1041.1,199.3,0.889,10.1,53.8,True
2026-08-25,BGW-008,9,1074.2,199.3,0.889,13.6,58.3,True
2026-08-26,BGW-008,9,924.9,199.3,0.889,13.1,49.6,True
2026-07-28,BGW-009,6,868.0,237.4,0.881,9.1,66.1,True
2026-07-29,BGW-009,6,894.6,237.4,0.881,13.7,62.5,True
2026-07-30,BGW-009,6,860.8,237.4,0.881,15.9,60.8,True
2026-07-31,BGW-009,6,950.6,237.4,0.881,14.3,66.3,True
2026-08-01,BGW-009,6,845.2,237.4,0.881,9.7,54.1,True
2026-08-02,BGW-009,6,1000.5,237.4,0.881,12.7,58.8,True
2026-08-03,BGW-009,6,914.7,237.4,0.881,12.2,62.5,True
2026-08-04,BGW-009,7,913.0,237.4,0.881,8.0,64.3,True
2026-08-05,BGW-009,7,953.6,237.4,0.881,9.8,58.2,True
2026-08-06,BGW-009,7,969.6,237.4,0.881,10.8,62.5,True
2026-08-07,BGW-009,7,931.3,237.4,0.881,14.1,67.5,True
2026-08-08,BGW-009,7,824.7,237.4,0.881,10.2,66.3,True
2026-08-09,BGW-009,7,862.9,237.4,0.881,11.0,59.2,True
2026-08-10,BGW-009,7,884.8,237.4,0.881,12.7,60.6,True
2026-08-11,BGW-009,8,903.4,237.4,0.881,12.5,59.7,True
2026-08-12,BGW-009,8,893.8,237.4,0.881,13.8,66.9,True
2026-08-13,BGW-009,8,1011.5,237.4,0.881,13.9,56.5,True
2026-08-14,BGW-009,8,1010.2,237.4,0.881,12.6,54.5,True
2026-08-15,BGW-009,8,844.2,237.4,0.881,10.2,66.8,True
2026-08-16,BGW-009,8,941.3,237.4,0.881,15.2,57.8,True
2026-08-17,BGW-009,8,960.0,237.4,0.881,9.3,59.1,True
2026-08-18,BGW-009,9,1036.3,237.4,0.881,7.6,56.9,True
2026-08-19,BGW-009,9,775.4,237.4,0.881,9.9,67.8,True
2026-08-20,BGW-009,9,989.7,237.4,0.881,11.4,66.6,True
2026-08-21,BGW-009,9,975.4,237.4,0.881,10.9,63.4,True
2026-08-22,BGW-009,9,839.2,237.4,0.881,10.7,57.6,True
2026-08-23,BGW-009,9,1000.2,237.4,0.881,14.8,64.2,True
2026-08-24,BGW-009,9,1007.9,237.4,0.881,13.4,58.8,True
2026-08-25,BGW-009,10,899.6,237.4,0.881,12.9,64.3,True
2026-08-26,BGW-009,10,827.8,237.4,0.881,12.0,61.1,True
2026-07-28,BGW-011,3,797.8,201.7,0.909,10.6,60.4,True
2026-07-29,BGW-011,3,770.8,201.7,0.909,12.8,64.6,True
2026-07-30,BGW-011,3,823.3,201.7,0.909,11.6,59.0,True
2026-07-31,BGW-011,3,791.8,201.7,0.909,7.1,58.2,True
2026-08-01,BGW-011,3,859.0,201.7,0.909,11.9,52.3,True
2026-08-02,BGW-011,3,800.4,201.7,0.909,10.7,63.3,True
2026-08-03,BGW-011,3,888.7,201.7,0.909,12.7,54.7,True
2026-08-04,BGW-011,4,806.3,201.7,0.909,11.8,57.6,True
2026-08-05,BGW-011,4,753.6,201.7,0.909,9.5,63.4,True
2026-08-06,BGW-011,4,737.9,201.7,0.909,13.2,54.7,True
2026-08-07,BGW-011,4,700.7,201.7,0.909,9.6,64.3,True
2026-08-08,BGW-011,4,798.0,201.7,0.909,11.0,59.6,True
2026-08-09,BGW-011,4,847.6,201.7,0.909,15.4,64.5,True
2026-08-10,BGW-011,4,855.8,201.7,0.909,11.9,58.2,True
2026-08-11,BGW-011,5,779.0,201.7,0.909,12.9,58.5,True
2026-08-12,BGW-011,5,722.9,201.7,0.909,11.3,64.0,True
2026-08-13,BGW-011,5,689.0,201.7,0.909,13.1,64.3,True
2026-08-14,BGW-011,5,720.1,201.7,0.909,11.3,65.7,True
2026-08-15,BGW-011,5,738.3,201.7,0.909,9.0,63.5,True
2026-08-16,BGW-011,5,766.9,201.7,0.909,11.4,55.5,True
2026-08-17,BGW-011,5,808.6,201.7,0.909,13.7,64.7,True
2026-08-18,BGW-011,6,849.4,201.7,0.909,11.0,61.1,True
2026-08-19,BGW-011,6,750.2,201.7,0.909,11.3,55.9,True
2026-08-20,BGW-011,6,828.3,201.7,0.909,12.8,63.0,True
2026-08-21,BGW-011,6,706.8,201.7,0.909,13.3,53.8,True
2026-08-22,BGW-011,6,684.7,201.7,0.909,10.4,52.2,True
2026-08-23,BGW-011,6,783.3,201.7,0.909,15.6,57.9,True
2026-08-24,BGW-011,6,818.4,201.7,0.909,13.9,55.0,True
2026-08-25,BGW-011,7,833.1,201.7,0.909,10.7,57.9,True
2026-08-26,BGW-011,7,780.3,201.7,0.909,11.1,53.6,True
2026-07-28,BGW-012,3,909.5,219.0,0.832,12.4,54.0,True
2026-07-29,BGW-012,3,1073.0,219.0,0.832,12.0,53.4,True
2026-07-30,BGW-012,3,854.5,219.0,0.832,10.6,60.7,True
2026-07-31,BGW-012,3,1040.4,219.0,0.832,11.8,64.0,True
2026-08-01,BGW-012,3,942.5,219.0,0.832,10.6,52.6,True
2026-08-02,BGW-012,3,1060.8,219.0,0.832,13.0,51.7,True
2026-08-03,BGW-012,3,934.7,219.0,0.832,12.1,60.4,True
2026-08-04,BGW-012,4,851.0,219.0,0.832,11.1,65.1,True
2026-08-05,BGW-012,4,979.6,219.0,0.832,14.7,55.8,True
2026-08-06,BGW-012,4,935.6,219.0,0.832,11.8,58.0,True
2026-08-07,BGW-012,4,981.4,219.0,0.832,10.4,52.3,True
2026-08-08,BGW-012,4,980.3,219.0,0.832,12.1,59.5,True
2026-08-09,BGW-012,4,1010.4,219.0,0.832,8.7,64.2,True
2026-08-10,BGW-012,4,935.8,219.0,0.832,14.4,56.1,True
2026-08-11,BGW-012,5,919.9,219.0,0.832,9.2,57.5,True
2026-08-12,BGW-012,5,1041.3,219.0,0.832,12.9,58.2,True
2026-08-13,BGW-012,5,1028.9,219.0,0.832,10.7,56.9,True
2026-08-14,BGW-012,5,985.1,219.0,0.832,11.8,65.0,True
2026-08-15,BGW-012,5,931.4,219.0,0.832,10.7,59.7,True
2026-08-16,BGW-012,5,991.0,219.0,0.832,15.3,62.3,True
2026-08-17,BGW-012,5,861.4,219.0,0.832,12.8,60.8,True
2026-08-18,BGW-012,6,966.4,219.0,0.832,12.9,56.5,True
2026-08-19,BGW-012,6,884.4,219.0,0.832,13.2,56.7,True
2026-08-20,BGW-012,6,885.9,219.0,0.832,14.0,65.8,True
2026-08-21,BGW-012,6,1023.3,219.0,0.832,8.9,53.8,True
2026-08-22,BGW-012,6,876.6,219.0,0.832,11.3,61.0,True
2026-08-23,BGW-012,6,1001.7,219.0,0.832,9.3,62.8,True
2026-08-24,BGW-012,6,884.4,219.0,0.832,8.3,54.3,True
2026-08-25,BGW-012,7,956.6,219.0,0.832,14.2,57.8,True
2026-08-26,BGW-012,7,911.4,219.0,0.832,14.6,63.7,True
2026-07-28,BGW-014,6,830.7,183.7,0.911,13.9,59.5,True
2026-07-29,BGW-014,6,781.9,183.7,0.911,11.6,55.2,True
2026-07-30,BGW-014,6,764.8,183.7,0.911,11.2,54.1,True
2026-07-31,BGW-014,6,755.9,183.7,0.911,9.1,59.4,True
2026-08-01,BGW-014,6,748.3,183.7,0.911,12.7,65.8,True
2026-08-02,BGW-014,6,770.2,183.7,0.911,10.6,54.2,True
2026-08-03,BGW-014,6,691.5,183.7,0.911,11.6,53.0,True
2026-08-04,BGW-014,7,724.2,183.7,0.911,13.6,67.1,True
2026-08-05,BGW-014,7,721.5,183.7,0.911,12.9,64.0,True
2026-08-06,BGW-014,7,729.3,183.7,0.911,12.5,57.7,True
2026-08-07,BGW-014,7,693.4,183.7,0.911,8.0,55.9,True
2026-08-08,BGW-014,7,808.7,183.7,0.911,10.8,65.2,True
2026-08-09,BGW-014,7,851.1,183.7,0.911,10.2,55.3,True
2026-08-10,BGW-014,7,735.0,183.7,0.911,11.6,53.4,True
2026-08-11,BGW-014,8,803.4,183.7,0.911,13.3,65.4,True
2026-08-12,BGW-014,8,725.4,183.7,0.911,15.1,63.6,True
2026-08-13,BGW-014,8,701.7,183.7,0.911,10.3,59.8,True
2026-08-14,BGW-014,8,750.6,183.7,0.911,9.6,61.9,True
2026-08-15,BGW-014,8,696.6,183.7,0.911,9.3,63.3,True
2026-08-16,BGW-014,8,839.2,183.7,0.911,10.0,57.0,True
2026-08-17,BGW-014,8,715.6,183.7,0.911,13.1,66.8,True
2026-08-18,BGW-014,9,857.3,183.7,0.911,12.4,58.5,True
2026-08-19,BGW-014,9,730.3,183.7,0.911,12.2,58.5,True
2026-08-20,BGW-014,9,901.5,183.7,0.911,13.6,53.5,True
2026-08-21,BGW-014,9,794.7,183.7,0.911,13.7,56.9,True
2026-08-22,BGW-014,9,689.9,183.7,0.911,13.6,65.8,True
2026-08-23,BGW-014,9,785.7,183.7,0.911,13.7,55.5,True
2026-08-24,BGW-014,9,700.4,183.7,0.911,12.4,54.1,True
2026-08-25,BGW-014,10,780.7,183.7,0.911,12.9,63.9,True
2026-08-26,BGW-014,10,754.3,183.7,0.911,6.8,59.1,True
2026-07-28,BGW-016,2,1165.7,225.3,0.835,8.0,68.4,True
2026-07-29,BGW-016,2,1172.2,225.3,0.835,9.7,59.8,True
2026-07-30,BGW-016,2,1026.4,225.3,0.835,9.8,64.9,True
2026-07-31,BGW-016,2,1164.8,225.3,0.835,13.3,58.0,True
2026-08-01,BGW-016,2,1132.1,225.3,0.835,12.0,67.9,True
2026-08-02,BGW-016,2,1007.4,225.3,0.835,6.5,60.5,True
2026-08-03,BGW-016,2,1118.5,225.3,0.835,11.9,68.1,True
2026-08-04,BGW-016,3,1168.3,225.3,0.835,15.3,63.8,True
2026-08-05,BGW-016,3,1184.6,225.3,0.835,15.3,56.9,True
2026-08-06,BGW-016,3,1160.2,225.3,0.835,11.5,59.2,True
2026-08-07,BGW-016,3,1092.7,225.3,0.835,12.3,68.5,True
2026-08-08,BGW-016,3,1109.8,225.3,0.835,14.9,56.2,True
2026-08-09,BGW-016,3,1158.5,225.3,0.835,8.6,68.3,True
2026-08-10,BGW-016,3,1113.0,225.3,0.835,12.3,57.5,True
2026-08-11,BGW-016,4,1145.7,225.3,0.835,6.3,62.8,True
2026-08-12,BGW-016,4,1109.9,225.3,0.835,13.4,59.2,True
2026-08-13,BGW-016,4,1151.5,225.3,0.835,17.3,59.5,True
2026-08-14,BGW-016,4,1110.0,225.3,0.835,12.5,66.3,True
2026-08-15,BGW-016,4,1089.5,225.3,0.835,8.9,57.3,True
2026-08-16,BGW-016,4,1104.3,225.3,0.835,11.0,61.0,True
2026-08-17,BGW-016,4,1150.8,225.3,0.835,14.7,57.7,True
2026-08-18,BGW-016,5,1123.0,225.3,0.835,14.7,65.9,True
2026-08-19,BGW-016,5,1156.9,225.3,0.835,9.9,59.8,True
2026-08-20,BGW-016,5,1019.3,225.3,0.835,11.9,56.1,True
2026-08-21,BGW-016,5,1108.4,225.3,0.835,13.4,61.1,True
2026-08-22,BGW-016,5,1107.9,225.3,0.835,14.4,59.6,True
2026-08-23,BGW-016,5,1111.7,225.3,0.835,9.8,55.9,True
2026-08-24,BGW-016,5,1042.2,225.3,0.835,11.4,61.1,True
2026-08-25,BGW-016,6,1122.3,225.3,0.835,10.3,63.3,True
2026-08-26,BGW-016,6,1066.2,225.3,0.835,11.2,67.7,True
2026-07-28,BGW-017,7,1137.3,221.4,0.885,11.7,57.8,True
2026-07-29,BGW-017,7,1033.5,221.4,0.885,10.3,61.6,True
2026-07-30,BGW-017,7,1124.1,221.4,0.885,11.7,63.1,True
2026-07-31,BGW-017,7,1032.4,221.4,0.885,14.6,61.1,True
2026-08-01,BGW-017,7,981.7,221.4,0.885,10.2,65.1,True
2026-08-02,BGW-017,7,1022.2,221.4,0.885,14.4,69.4,True
2026-08-03,BGW-017,7,1020.8,221.4,0.885,8.2,58.5,True
2026-08-04,BGW-017,8,1086.3,221.4,0.885,12.4,64.2,True
2026-08-05,BGW-017,8,897.3,221.4,0.885,13.3,63.4,True
2026-08-06,BGW-017,8,1045.8,221.4,0.885,10.9,68.0,True
2026-08-07,BGW-017,8,1041.2,221.4,0.885,12.1,55.4,True
2026-08-08,BGW-017,8,1076.8,221.4,0.885,12.3,55.6,True
2026-08-09,BGW-017,8,1093.6,221.4,0.885,15.3,67.5,True
2026-08-10,BGW-017,8,1089.3,221.4,0.885,7.1,62.4,True
2026-08-11,BGW-017,9,967.5,221.4,0.885,13.8,58.6,True
2026-08-12,BGW-017,9,1047.2,221.4,0.885,9.4,55.0,True
2026-08-13,BGW-017,9,918.8,221.4,0.885,12.9,64.8,True
2026-08-14,BGW-017,9,1003.5,221.4,0.885,14.1,66.6,True
2026-08-15,BGW-017,9,1021.2,221.4,0.885,8.7,61.2,True
2026-08-16,BGW-017,9,1019.5,221.4,0.885,10.8,56.4,True
2026-08-17,BGW-017,9,1055.7,221.4,0.885,13.7,62.6,True
2026-08-18,BGW-017,10,1029.0,221.4,0.885,12.7,60.5,True
2026-08-19,BGW-017,10,1006.6,221.4,0.885,12.4,63.4,True
2026-08-20,BGW-017,10,1015.0,221.4,0.885,7.7,57.2,True
2026-08-21,BGW-017,10,996.5,221.4,0.885,10.2,67.0,True
2026-08-22,BGW-017,10,1123.2,221.4,0.885,9.4,62.8,True
2026-08-23,BGW-017,10,978.7,221.4,0.885,15.9,68.0,True
2026-08-24,BGW-017,10,1051.6,221.4,0.885,11.6,62.1,True
2026-08-25,BGW-017,11,983.4,221.4,0.885,9.8,56.1,True
2026-08-26,BGW-017,11,974.6,221.4,0.885,11.4,56.3,True
2026-07-28,BGW-018,3,1227.2,191.8,0.871,10.1,56.9,True
2026-07-29,BGW-018,3,1180.5,191.8,0.871,14.1,53.7,True
2026-07-30,BGW-018,3,1156.4,191.8,0.871,16.0,58.5,True
2026-07-31,BGW-018,3,1179.1,191.8,0.871,10.1,58.9,True
2026-08-01,BGW-018,3,1216.7,191.8,0.871,13.4,56.4,True
2026-08-02,BGW-018,3,1122.9,191.8,0.871,7.6,50.6,True
2026-08-03,BGW-018,3,1099.6,191.8,0.871,10.8,50.7,True
2026-08-04,BGW-018,4,1130.0,191.8,0.871,11.7,51.8,True
2026-08-05,BGW-018,4,1161.3,191.8,0.871,10.3,56.8,True
2026-08-06,BGW-018,4,1118.4,191.8,0.871,10.0,63.0,True
2026-08-07,BGW-018,4,1095.9,191.8,0.871,11.6,50.7,True
2026-08-08,BGW-018,4,1145.6,191.8,0.871,12.4,59.2,True
2026-08-09,BGW-018,4,1191.8,191.8,0.871,12.1,59.1,True
2026-08-10,BGW-018,4,1267.5,191.8,0.871,14.1,62.3,True
2026-08-11,BGW-018,5,1097.4,191.8,0.871,9.1,60.8,True
2026-08-12,BGW-018,5,1124.9,191.8,0.871,13.1,53.0,True
2026-08-13,BGW-018,5,1176.1,191.8,0.871,11.8,55.5,True
2026-08-14,BGW-018,5,1184.4,191.8,0.871,8.7,63.9,True
2026-08-15,BGW-018,5,1233.1,191.8,0.871,13.1,50.2,True
2026-08-16,BGW-018,5,1169.1,191.8,0.871,12.5,52.1,True
2026-08-17,BGW-018,5,1266.1,191.8,0.871,13.5,57.1,True
2026-08-18,BGW-018,6,1143.1,191.8,0.871,10.8,52.9,True
2026-08-19,BGW-018,6,1125.7,191.8,0.871,14.7,60.2,True
2026-08-20,BGW-018,6,1202.8,191.8,0.871,14.5,61.3,True
2026-08-21,BGW-018,6,1218.9,191.8,0.871,10.3,55.0,True
2026-08-22,BGW-018,6,1147.1,191.8,0.871,11.3,50.1,True
2026-08-23,BGW-018,6,1130.4,191.8,0.871,11.4,56.7,True
2026-08-24,BGW-018,6,1168.6,191.8,0.871,12.8,59.9,True
2026-08-25,BGW-018,7,1161.7,191.8,0.871,10.7,63.7,True
2026-08-26,BGW-018,7,1155.6,191.8,0.871,14.8,55.7,True
2026-07-28,BGW-019,4,920.3,232.6,0.803,12.7,60.6,True
2026-07-29,BGW-019,4,869.3,232.6,0.803,11.9,59.0,True
2026-07-30,BGW-019,4,901.0,232.6,0.803,11.7,59.3,True
2026-07-31,BGW-019,4,926.4,232.6,0.803,10.8,56.8,True
2026-08-01,BGW-019,4,885.0,232.6,0.803,9.0,52.3,True
2026-08-02,BGW-019,4,887.5,232.6,0.803,11.0,55.4,True
2026-08-03,BGW-019,4,947.4,232.6,0.803,9.6,62.1,True
2026-08-04,BGW-019,5,914.2,232.6,0.803,10.3,65.4,True
2026-08-05,BGW-019,5,934.8,232.6,0.803,11.7,57.7,True
2026-08-06,BGW-019,5,822.6,232.6,0.803,11.1,63.3,True
