well_id,cycle_num,day_count_in_cycle,phase,temperature_C,viscosity_cP,spm,stroke_length_in,vfd_frequency_hz,water_cut_frac,cum_production_this_cycle_bbl,lagged_bopd,bopd,is_synthetic,data_source
BGW-001,3,5.79,production,106.964,361.89,5.71,124.3,49.3,0.053,316.5,25.04,18.34,True,physics_chained_synthetic
BGW-001,3,6.38,production,103.379,462.61,5.71,124.3,49.3,0.053,324.3,18.34,13.19,True,physics_chained_synthetic
BGW-001,3,8.44,production,89.971,1209.37,5.71,124.3,49.3,0.053,334.6,13.19,5.04,True,physics_chained_synthetic
BGW-001,3,8.95,production,86.849,1528.35,5.71,124.3,49.3,0.053,336.9,5.04,4.47,True,physics_chained_synthetic
BGW-001,3,12.18,production,68.009,6872.06,5.71,124.3,49.3,0.053,340.0,4.47,0.94,True,physics_chained_synthetic
BGW-001,3,17.13,production,51.591,29364.39,5.71,124.3,49.3,0.053,340.0,0.94,0.0,True,physics_chained_synthetic
BGW-001,3,19.68,production,48.736,38377.29,5.71,124.3,49.3,0.053,341.3,0.0,0.52,True,physics_chained_synthetic
BGW-001,3,21.52,production,47.838,41789.02,5.71,124.3,49.3,0.053,341.6,0.52,0.13,True,physics_chained_synthetic
BGW-001,3,24.4,production,47.331,43857.47,5.71,124.3,49.3,0.053,343.3,0.13,0.6,True,physics_chained_synthetic
BGW-001,3,25.57,production,47.269,44118.04,5.71,124.3,49.3,0.053,343.3,0.6,0.0,True,physics_chained_synthetic
BGW-001,3,26.07,production,47.253,44184.72,5.71,124.3,49.3,0.053,343.8,0.0,0.97,True,physics_chained_synthetic
BGW-001,3,33.93,production,47.214,44348.76,5.71,124.3,49.3,0.053,343.8,0.97,0.0,True,physics_chained_synthetic
BGW-001,3,37.32,production,47.214,44348.85,5.71,124.3,49.3,0.053,343.8,0.0,0.0,True,physics_chained_synthetic
BGW-001,3,37.47,production,47.214,44348.85,5.71,124.3,49.3,0.053,343.8,0.0,0.0,True,physics_chained_synthetic
BGW-001,3,38.39,production,47.214,44348.85,5.71,124.3,49.3,0.053,344.1,0.0,0.31,True,physics_chained_synthetic
BGW-001,3,38.45,production,47.214,44348.85,5.71,124.3,49.3,0.053,344.1,0.31,0.3,True,physics_chained_synthetic
BGW-002,2,0.13,production,128.708,89.69,5.24,127.5,51.8,0.134,12.7,101.15,101.15,True,physics_chained_synthetic
BGW-002,2,0.28,production,127.919,94.1,5.24,127.5,51.8,0.134,24.0,101.15,74.79,True,physics_chained_synthetic
BGW-002,2,1.96,production,118.964,164.41,5.24,127.5,51.8,0.134,99.6,74.79,45.0,True,physics_chained_synthetic
BGW-002,2,4.1,production,107.31,353.53,5.24,127.5,51.8,0.134,143.8,45.0,20.66,True,physics_chained_synthetic
BGW-002,2,4.63,production,104.448,429.73,5.24,127.5,51.8,0.134,152.8,20.66,16.66,True,physics_chained_synthetic
BGW-002,2,5.67,production,98.822,636.32,5.24,127.5,51.8,0.134,164.2,16.66,11.04,True,physics_chained_synthetic
BGW-002,2,5.9,production,97.606,693.73,5.24,127.5,51.8,0.134,166.2,11.04,8.47,True,physics_chained_synthetic
BGW-002,2,11.97,production,64.805,9023.34,5.24,127.5,51.8,0.134,169.4,8.47,0.53,True,physics_chained_synthetic
BGW-002,2,13.21,production,60.415,13216.16,5.24,127.5,51.8,0.134,169.6,0.53,0.22,True,physics_chained_synthetic
BGW-002,2,16.3,production,52.341,27391.3,5.24,127.5,51.8,0.134,171.4,0.22,0.57,True,physics_chained_synthetic
BGW-002,2,19.75,production,48.113,40709.11,5.24,127.5,51.8,0.134,171.6,0.57,0.05,True,physics_chained_synthetic
BGW-002,2,21.07,production,47.407,43538.39,5.24,127.5,51.8,0.134,171.7,0.05,0.09,True,physics_chained_synthetic
BGW-002,2,23.23,production,46.807,46108.39,5.24,127.5,51.8,0.134,172.0,0.09,0.13,True,physics_chained_synthetic
BGW-002,2,23.51,production,46.764,46300.81,5.24,127.5,51.8,0.134,172.0,0.13,0.0,True,physics_chained_synthetic
BGW-002,2,25.32,production,46.588,47085.12,5.24,127.5,51.8,0.134,172.4,0.0,0.23,True,physics_chained_synthetic
BGW-002,2,29.19,production,46.5,47485.69,5.24,127.5,51.8,0.134,172.4,0.23,0.0,True,physics_chained_synthetic
BGW-002,2,33.72,production,46.494,47512.82,5.24,127.5,51.8,0.134,172.9,0.0,0.11,True,physics_chained_synthetic
BGW-002,2,33.74,production,46.494,47512.83,5.24,127.5,51.8,0.134,172.9,0.11,0.0,True,physics_chained_synthetic
BGW-002,2,37.36,production,46.494,47513.26,5.24,127.5,51.8,0.134,174.4,0.0,0.41,True,physics_chained_synthetic
BGW-002,2,39.14,production,46.494,47513.26,5.24,127.5,51.8,0.134,174.5,0.41,0.06,True,physics_chained_synthetic
BGW-002,1,1.33,production,122.541,131.16,4.11,88.1,36.2,0.123,90.4,67.78,67.78,True,physics_chained_synthetic
BGW-002,1,2.26,production,119.158,162.39,4.11,88.1,36.2,0.123,133.2,67.78,45.98,True,physics_chained_synthetic
BGW-002,1,8.15,production,84.851,1779.06,4.11,88.1,36.2,0.123,159.0,45.98,4.39,True,physics_chained_synthetic
BGW-002,1,8.28,production,84.187,1871.96,4.11,88.1,36.2,0.123,159.5,4.39,4.3,True,physics_chained_synthetic
BGW-002,1,10.45,production,72.859,4594.52,4.11,88.1,36.2,0.123,163.7,4.3,1.91,True,physics_chained_synthetic
BGW-002,1,12.88,production,62.09,11412.6,4.11,88.1,36.2,0.123,165.0,1.91,0.55,True,physics_chained_synthetic
BGW-002,1,13.78,production,58.96,15032.63,4.11,88.1,36.2,0.123,165.4,0.55,0.47,True,physics_chained_synthetic
BGW-002,1,13.92,production,58.501,15659.17,4.11,88.1,36.2,0.123,165.5,0.47,0.14,True,physics_chained_synthetic
BGW-002,1,16.36,production,52.113,27975.44,4.11,88.1,36.2,0.123,165.7,0.14,0.11,True,physics_chained_synthetic
BGW-002,1,19.47,production,47.989,41191.64,4.11,88.1,36.2,0.123,165.7,0.11,0.0,True,physics_chained_synthetic
BGW-002,1,20.29,production,47.458,43329.35,4.11,88.1,36.2,0.123,166.2,0.0,0.53,True,physics_chained_synthetic
BGW-002,1,21.09,production,47.078,44930.29,4.11,88.1,36.2,0.123,166.2,0.53,0.0,True,physics_chained_synthetic
BGW-002,1,21.29,production,47.001,45260.0,4.11,88.1,36.2,0.123,166.2,0.0,0.0,True,physics_chained_synthetic
BGW-002,1,21.4,production,46.962,45429.47,4.11,88.1,36.2,0.123,166.2,0.0,0.22,True,physics_chained_synthetic
BGW-002,1,22.28,production,46.699,46586.29,4.11,88.1,36.2,0.123,166.3,0.22,0.16,True,physics_chained_synthetic
BGW-002,1,23.54,production,46.466,47641.6,4.11,88.1,36.2,0.123,166.3,0.16,0.0,True,physics_chained_synthetic
BGW-002,1,32.56,production,46.233,48719.73,4.11,88.1,36.2,0.123,168.3,0.0,0.22,True,physics_chained_synthetic
BGW-002,1,34.09,production,46.233,48720.13,4.11,88.1,36.2,0.123,168.3,0.22,0.0,True,physics_chained_synthetic
BGW-002,1,34.1,production,46.233,48720.13,4.11,88.1,36.2,0.123,168.3,0.0,0.26,True,physics_chained_synthetic
BGW-002,1,38.9,production,46.233,48720.23,4.11,88.1,36.2,0.123,168.7,0.26,0.09,True,physics_chained_synthetic
BGW-002,2,0.3,production,150.287,25.88,3.72,66.9,36.4,0.184,36.5,122.06,122.06,True,physics_chained_synthetic
BGW-002,2,2.13,production,140.748,44.12,3.72,66.9,36.4,0.184,243.1,122.06,113.03,True,physics_chained_synthetic
BGW-002,2,3.4,production,133.587,66.94,3.72,66.9,36.4,0.184,375.4,113.03,103.99,True,physics_chained_synthetic
BGW-002,2,10.1,production,83.314,2001.93,3.72,66.9,36.4,0.184,399.1,103.99,3.53,True,physics_chained_synthetic
BGW-002,2,13.66,production,64.069,9612.75,3.72,66.9,36.4,0.184,401.8,3.53,0.76,True,physics_chained_synthetic
BGW-002,2,13.82,production,63.461,10131.5,3.72,66.9,36.4,0.184,401.8,0.76,0.09,True,physics_chained_synthetic
BGW-002,2,16.16,production,55.676,20184.46,3.72,66.9,36.4,0.184,401.8,0.09,0.0,True,physics_chained_synthetic
BGW-002,2,16.71,production,54.358,22755.91,3.72,66.9,36.4,0.184,401.8,0.0,0.04,True,physics_chained_synthetic
BGW-002,2,21.02,production,48.6,38874.13,3.72,66.9,36.4,0.184,401.8,0.04,0.0,True,physics_chained_synthetic
BGW-002,2,22.43,production,48.009,41116.45,3.72,66.9,36.4,0.184,401.8,0.0,0.0,True,physics_chained_synthetic
BGW-002,2,25.53,production,47.509,43117.94,3.72,66.9,36.4,0.184,403.1,0.0,0.41,True,physics_chained_synthetic
BGW-002,2,28.07,production,47.428,43453.83,3.72,66.9,36.4,0.184,403.1,0.41,0.0,True,physics_chained_synthetic
BGW-002,2,28.13,production,47.427,43456.61,3.72,66.9,36.4,0.184,403.1,0.0,0.42,True,physics_chained_synthetic
BGW-002,2,31.85,production,47.412,43520.13,3.72,66.9,36.4,0.184,404.7,0.42,0.43,True,physics_chained_synthetic
BGW-002,2,32.14,production,47.412,43520.8,3.72,66.9,36.4,0.184,404.7,0.43,0.09,True,physics_chained_synthetic
BGW-002,2,35.71,production,47.411,43522.88,3.72,66.9,36.4,0.184,404.7,0.09,0.0,True,physics_chained_synthetic
BGW-002,2,36.34,production,47.411,43522.9,3.72,66.9,36.4,0.184,405.0,0.0,0.46,True,physics_chained_synthetic
BGW-002,2,36.69,production,47.411,43522.91,3.72,66.9,36.4,0.184,405.0,0.46,0.0,True,physics_chained_synthetic
BGW-002,2,38.76,production,47.411,43522.92,3.72,66.9,36.4,0.184,405.5,0.0,0.21,True,physics_chained_synthetic
BGW-002,2,39.38,production,47.411,43522.92,3.72,66.9,36.4,0.184,405.6,0.21,0.15,True,physics_chained_synthetic
BGW-003,2,3.75,production,74.297,4086.11,4.73,77.7,56.7,0.132,4.8,1.28,1.28,True,physics_chained_synthetic
BGW-003,2,7.16,production,63.256,10312.38,4.73,77.7,56.7,0.132,6.2,1.28,0.41,True,physics_chained_synthetic
BGW-003,2,7.6,production,62.072,11430.42,4.73,77.7,56.7,0.132,6.5,0.41,0.74,True,physics_chained_synthetic
BGW-003,2,9.05,production,58.336,15891.25,4.73,77.7,56.7,0.132,6.9,0.74,0.29,True,physics_chained_synthetic
BGW-003,2,12.42,production,51.513,29577.41,4.73,77.7,56.7,0.132,9.6,0.29,0.81,True,physics_chained_synthetic
BGW-003,2,13.82,production,49.734,34930.98,4.73,77.7,56.7,0.132,10.3,0.81,0.49,True,physics_chained_synthetic
BGW-003,2,14.88,production,48.712,38462.5,4.73,77.7,56.7,0.132,10.3,0.49,0.0,True,physics_chained_synthetic
BGW-003,2,22.59,production,46.226,48750.6,4.73,77.7,56.7,0.132,10.3,0.0,0.0,True,physics_chained_synthetic
BGW-003,2,22.6,production,46.226,48752.58,4.73,77.7,56.7,0.132,10.3,0.0,0.0,True,physics_chained_synthetic
BGW-003,2,23.67,production,46.201,48866.84,4.73,77.7,56.7,0.132,10.5,0.0,0.2,True,physics_chained_synthetic
BGW-003,2,27.9,production,46.176,48983.9,4.73,77.7,56.7,0.132,10.5,0.2,0.0,True,physics_chained_synthetic
BGW-003,2,29.12,production,46.176,48987.09,4.73,77.7,56.7,0.132,10.5,0.0,0.0,True,physics_chained_synthetic
BGW-003,2,30.69,production,46.175,48988.4,4.73,77.7,56.7,0.132,10.5,0.0,0.0,True,physics_chained_synthetic
BGW-003,2,31.37,production,46.175,48988.59,4.73,77.7,56.7,0.132,10.8,0.0,0.34,True,physics_chained_synthetic
BGW-003,2,32.62,production,46.175,48988.74,4.73,77.7,56.7,0.132,10.8,0.34,0.0,True,physics_chained_synthetic
BGW-003,2,33.45,production,46.175,48988.78,4.73,77.7,56.7,0.132,10.8,0.0,0.0,True,physics_chained_synthetic
BGW-003,2,35.15,production,46.175,48988.8,4.73,77.7,56.7,0.132,10.8,0.0,0.0,True,physics_chained_synthetic
BGW-003,2,36.49,production,46.175,48988.8,4.73,77.7,56.7,0.132,11.0,0.0,0.18,True,physics_chained_synthetic
BGW-003,2,36.51,production,46.175,48988.8,4.73,77.7,56.7,0.132,11.0,0.18,0.13,True,physics_chained_synthetic
BGW-003,2,37.68,production,46.175,48988.8,4.73,77.7,56.7,0.132,11.3,0.13,0.28,True,physics_chained_synthetic
BGW-003,5,0.56,production,143.405,37.94,6.31,136.3,56.6,0.176,107.9,191.69,191.69,True,physics_chained_synthetic
BGW-003,5,1.65,production,138.341,50.68,6.31,136.3,56.6,0.176,261.6,191.69,141.97,True,physics_chained_synthetic
BGW-003,5,4.98,production,119.147,162.51,6.31,136.3,56.6,0.176,403.1,141.97,42.47,True,physics_chained_synthetic
BGW-003,5,5.28,production,117.414,181.56,6.31,136.3,56.6,0.176,415.0,42.47,39.78,True,physics_chained_synthetic
BGW-003,5,5.83,production,114.15,224.31,6.31,136.3,56.6,0.176,432.4,39.78,31.53,True,physics_chained_synthetic
BGW-003,5,8.68,production,95.283,819.57,6.31,136.3,56.6,0.176,453.2,31.53,7.3,True,physics_chained_synthetic
BGW-003,5,11.81,production,75.799,3619.04,6.31,136.3,56.6,0.176,457.5,7.3,1.36,True,physics_chained_synthetic
BGW-003,5,12.01,production,74.724,3947.11,6.31,136.3,56.6,0.176,457.6,1.36,0.82,True,physics_chained_synthetic
BGW-003,5,14.02,production,65.008,8868.14,6.31,136.3,56.6,0.176,459.0,0.82,0.68,True,physics_chained_synthetic
BGW-003,5,15.11,production,60.853,12716.92,6.31,136.3,56.6,0.176,459.6,0.68,0.58,True,physics_chained_synthetic
BGW-003,5,15.62,production,59.158,14770.48,6.31,136.3,56.6,0.176,460.0,0.58,0.7,True,physics_chained_synthetic
BGW-003,5,16.62,production,56.241,19178.8,6.31,136.3,56.6,0.176,460.6,0.7,0.63,True,physics_chained_synthetic
BGW-003,5,18.32,production,52.527,26925.16,6.31,136.3,56.6,0.176,461.0,0.63,0.25,True,physics_chained_synthetic
BGW-003,5,18.94,production,51.564,29438.93,6.31,136.3,56.6,0.176,461.1,0.25,0.07,True,physics_chained_synthetic
BGW-003,5,24.25,production,47.966,41284.31,6.31,136.3,56.6,0.176,465.3,0.07,0.79,True,physics_chained_synthetic
BGW-003,5,24.31,production,47.957,41316.96,6.31,136.3,56.6,0.176,465.3,0.79,0.0,True,physics_chained_synthetic
BGW-003,5,28.1,production,47.706,42317.57,6.31,136.3,56.6,0.176,465.3,0.0,0.0,True,physics_chained_synthetic
BGW-003,5,33.63,production,47.684,42406.0,6.31,136.3,56.6,0.176,465.3,0.0,0.0,True,physics_chained_synthetic
BGW-003,5,35.07,production,47.684,42406.49,6.31,136.3,56.6,0.176,465.5,0.0,0.17,True,physics_chained_synthetic
BGW-003,5,39.17,production,47.684,42406.63,6.31,136.3,56.6,0.176,467.7,0.17,0.52,True,physics_chained_synthetic
BGW-004,3,2.56,production,84.041,1893.01,5.52,99.9,58.1,0.155,11.8,4.62,4.62,True,physics_chained_synthetic
BGW-004,3,2.62,production,83.849,1921.13,5.52,99.9,58.1,0.155,12.1,4.62,4.04,True,physics_chained_synthetic
BGW-004,3,3.24,production,81.949,2225.13,5.52,99.9,58.1,0.155,14.1,4.04,3.33,True,physics_chained_synthetic
BGW-004,3,4.0,production,79.61,2671.91,5.52,99.9,58.1,0.155,16.4,3.33,2.98,True,physics_chained_synthetic
BGW-004,3,4.23,production,78.899,2826.1,5.52,99.9,58.1,0.155,16.8,2.98,2.03,True,physics_chained_synthetic
BGW-004,3,4.93,production,76.665,3375.91,5.52,99.9,58.1,0.155,18.1,2.03,1.79,True,physics_chained_synthetic
BGW-004,3,8.01,production,66.374,7891.9,5.52,99.9,58.1,0.155,21.4,1.79,1.09,True,physics_chained_synthetic
BGW-004,3,10.16,production,60.194,13476.89,5.52,99.9,58.1,0.155,22.6,1.09,0.52,True,physics_chained_synthetic
BGW-004,3,10.89,production,58.424,15766.63,5.52,99.9,58.1,0.155,23.0,0.52,0.53,True,physics_chained_synthetic
BGW-004,3,11.8,production,56.408,18891.77,5.52,99.9,58.1,0.155,23.3,0.53,0.34,True,physics_chained_synthetic
BGW-004,3,12.57,production,54.89,21678.25,5.52,99.9,58.1,0.155,23.3,0.34,0.0,True,physics_chained_synthetic
BGW-004,3,13.34,production,53.547,24509.86,5.52,99.9,58.1,0.155,23.5,0.0,0.36,True,physics_chained_synthetic
BGW-004,3,16.38,production,49.72,34975.22,5.52,99.9,58.1,0.155,25.2,0.36,0.55,True,physics_chained_synthetic
BGW-004,3,19.79,production,47.976,41243.84,5.52,99.9,58.1,0.155,26.2,0.55,0.28,True,physics_chained_synthetic
BGW-004,3,22.05,production,47.607,42715.85,5.52,99.9,58.1,0.155,26.9,0.28,0.33,True,physics_chained_synthetic
BGW-004,3,24.41,production,47.481,43235.21,5.52,99.9,58.1,0.155,26.9,0.33,0.0,True,physics_chained_synthetic
BGW-004,3,27.66,production,47.444,43385.96,5.52,99.9,58.1,0.155,27.0,0.0,0.02,True,physics_chained_synthetic
BGW-004,3,30.32,production,47.441,43399.92,5.52,99.9,58.1,0.155,27.0,0.02,0.0,True,physics_chained_synthetic
BGW-004,3,32.92,production,47.44,43401.37,5.52,99.9,58.1,0.155,27.0,0.0,0.0,True,physics_chained_synthetic
BGW-004,3,35.24,production,47.44,43401.48,5.52,99.9,58.1,0.155,27.0,0.0,0.0,True,physics_chained_synthetic
BGW-004,4,5.1,production,92.17,1028.08,6.68,114.3,59.9,0.173,27.6,5.41,5.41,True,physics_chained_synthetic
BGW-004,4,5.15,production,91.893,1049.23,6.68,114.3,59.9,0.173,27.9,5.41,6.71,True,physics_chained_synthetic
BGW-004,4,7.38,production,79.911,2609.43,6.68,114.3,59.9,0.173,32.8,6.71,2.19,True,physics_chained_synthetic
BGW-004,4,7.44,production,79.639,2665.77,6.68,114.3,59.9,0.173,33.0,2.19,3.07,True,physics_chained_synthetic
BGW-004,4,7.5,production,79.355,2726.23,6.68,114.3,59.9,0.173,33.1,3.07,2.68,True,physics_chained_synthetic
BGW-004,4,8.99,production,72.167,4862.76,6.68,114.3,59.9,0.173,34.3,2.68,0.81,True,physics_chained_synthetic
BGW-004,4,10.69,production,64.884,8962.84,6.68,114.3,59.9,0.173,36.0,0.81,0.99,True,physics_chained_synthetic
BGW-004,4,11.22,production,62.955,10585.2,6.68,114.3,59.9,0.173,36.0,0.99,0.0,True,physics_chained_synthetic
BGW-004,4,11.28,production,62.72,10803.37,6.68,114.3,59.9,0.173,36.1,0.0,0.8,True,physics_chained_synthetic
BGW-004,4,12.1,production,59.951,13769.11,6.68,114.3,59.9,0.173,36.4,0.8,0.39,True,physics_chained_synthetic
BGW-004,4,14.93,production,52.606,26728.11,6.68,114.3,59.9,0.173,36.4,0.39,0.0,True,physics_chained_synthetic
BGW-004,4,16.2,production,50.573,32286.72,6.68,114.3,59.9,0.173,37.0,0.0,0.46,True,physics_chained_synthetic
BGW-004,4,18.51,production,48.284,40056.16,6.68,114.3,59.9,0.173,37.8,0.46,0.36,True,physics_chained_synthetic
BGW-004,4,18.73,production,48.146,40584.09,6.68,114.3,59.9,0.173,37.8,0.36,0.17,True,physics_chained_synthetic
BGW-004,4,21.25,production,47.149,44624.94,6.68,114.3,59.9,0.173,38.3,0.17,0.19,True,physics_chained_synthetic
BGW-004,4,27.5,production,46.731,46446.13,6.68,114.3,59.9,0.173,39.6,0.19,0.2,True,physics_chained_synthetic
BGW-004,4,29.1,production,46.727,46465.44,6.68,114.3,59.9,0.173,39.6,0.2,0.0,True,physics_chained_synthetic
BGW-004,4,30.23,production,46.726,46469.96,6.68,114.3,59.9,0.173,39.9,0.0,0.25,True,physics_chained_synthetic
BGW-004,4,35.98,production,46.725,46472.61,6.68,114.3,59.9,0.173,39.9,0.25,0.0,True,physics_chained_synthetic
BGW-004,4,38.7,production,46.725,46472.62,6.68,114.3,59.9,0.173,39.9,0.0,0.0,True,physics_chained_synthetic
BGW-004,3,3.54,production,111.836,261.16,4.1,138.5,50.9,0.203,83.2,23.53,23.53,True,physics_chained_synthetic
BGW-004,3,4.1,production,108.997,315.52,4.1,138.5,50.9,0.203,94.2,23.53,19.65,True,physics_chained_synthetic
BGW-004,3,4.49,production,106.978,361.56,4.1,138.5,50.9,0.203,101.0,19.65,17.3,True,physics_chained_synthetic
BGW-004,3,10.99,production,67.498,7174.72,4.1,138.5,50.9,0.203,106.3,17.3,0.82,True,physics_chained_synthetic
BGW-004,3,14.28,production,55.712,20117.69,4.1,138.5,50.9,0.203,108.9,0.82,0.8,True,physics_chained_synthetic
BGW-004,3,14.91,production,54.207,23071.41,4.1,138.5,50.9,0.203,109.0,0.8,0.23,True,physics_chained_synthetic
BGW-004,3,17.1,production,50.27,33216.66,4.1,138.5,50.9,0.203,109.8,0.23,0.34,True,physics_chained_synthetic
BGW-004,3,17.73,production,49.528,35613.54,4.1,138.5,50.9,0.203,110.0,0.34,0.39,True,physics_chained_synthetic
BGW-004,3,20.39,production,47.554,42933.32,4.1,138.5,50.9,0.203,110.6,0.39,0.21,True,physics_chained_synthetic
BGW-004,3,20.58,production,47.48,43239.49,4.1,138.5,50.9,0.203,110.7,0.21,0.66,True,physics_chained_synthetic
BGW-004,3,21.17,production,47.274,44094.11,4.1,138.5,50.9,0.203,110.7,0.66,0.0,True,physics_chained_synthetic
BGW-004,3,22.71,production,46.926,45588.65,4.1,138.5,50.9,0.203,110.7,0.0,0.0,True,physics_chained_synthetic
BGW-004,3,23.37,production,46.839,45969.44,4.1,138.5,50.9,0.203,110.7,0.0,0.0,True,physics_chained_synthetic
BGW-004,3,25.03,production,46.716,46513.64,4.1,138.5,50.9,0.203,110.7,0.0,0.0,True,physics_chained_synthetic
BGW-004,3,26.51,production,46.672,46710.46,4.1,138.5,50.9,0.203,110.7,0.0,0.0,True,physics_chained_synthetic
