filename,class_name,class_id,severity,viscosity_cP,spm,stroke_length_in,card_area,peak_load_lbs,min_load_lbs,is_synthetic,data_source
card_00032_normal.png,normal,0,0.0,1069.99,3.409,131.63,100350.54,9191.03,3143.66,True,physics_simulated_synthetic_dynacard
card_00033_normal.png,normal,0,0.0,1270.7,5.177,69.37,54347.96,9232.53,3135.83,True,physics_simulated_synthetic_dynacard
card_00034_normal.png,normal,0,0.0,112.9,5.028,72.96,57442.78,9238.15,3090.19,True,physics_simulated_synthetic_dynacard
card_00035_normal.png,normal,0,0.0,19629.08,5.242,100.23,80009.33,9316.54,3126.3,True,physics_simulated_synthetic_dynacard
card_00036_normal.png,normal,0,0.0,19525.14,2.7,129.75,98601.23,9208.4,3174.26,True,physics_simulated_synthetic_dynacard
card_00037_normal.png,normal,0,0.0,5155.73,2.935,134.66,102785.69,9163.4,3212.6,True,physics_simulated_synthetic_dynacard
card_00038_normal.png,normal,0,0.0,1091.79,4.648,81.09,63750.25,9242.31,3200.92,True,physics_simulated_synthetic_dynacard
card_00039_normal.png,normal,0,0.0,596.07,7.054,84.23,66258.9,9314.94,3177.86,True,physics_simulated_synthetic_dynacard
card_00040_normal.png,normal,0,0.0,8337.25,7.63,112.54,89097.5,9404.66,3162.14,True,physics_simulated_synthetic_dynacard
card_00041_normal.png,normal,0,0.0,312.55,7.994,121.57,98053.3,9393.54,3083.96,True,physics_simulated_synthetic_dynacard
card_00042_normal.png,normal,0,0.0,1091.17,5.257,133.83,103736.53,9325.83,3167.13,True,physics_simulated_synthetic_dynacard
card_00043_normal.png,normal,0,0.0,7372.9,5.916,93.86,74236.18,9332.18,3193.77,True,physics_simulated_synthetic_dynacard
card_00044_normal.png,normal,0,0.0,16550.77,7.523,103.96,84395.04,9414.01,3203.1,True,physics_simulated_synthetic_dynacard
card_00045_normal.png,normal,0,0.0,2442.28,3.32,110.8,84263.12,9172.25,3170.11,True,physics_simulated_synthetic_dynacard
card_00046_normal.png,normal,0,0.0,146.09,6.344,121.04,95471.25,9268.62,3158.06,True,physics_simulated_synthetic_dynacard
card_00047_normal.png,normal,0,0.0,3178.46,6.665,114.96,91429.73,9307.53,3174.86,True,physics_simulated_synthetic_dynacard
card_00048_normal.png,normal,0,0.0,537.05,5.093,71.23,55410.95,9247.04,3127.3,True,physics_simulated_synthetic_dynacard
card_00049_normal.png,normal,0,0.0,821.87,5.491,100.35,79377.21,9296.46,3115.06,True,physics_simulated_synthetic_dynacard
card_00050_normal.png,normal,0,0.0,7645.14,3.083,137.05,104589.22,9150.84,3175.91,True,physics_simulated_synthetic_dynacard
card_00051_normal.png,normal,0,0.0,3480.5,3.895,139.79,110087.39,9262.39,3172.32,True,physics_simulated_synthetic_dynacard
card_00052_normal.png,normal,0,0.0,52.64,4.323,82.81,64565.51,9258.01,3129.83,True,physics_simulated_synthetic_dynacard
card_00053_normal.png,normal,0,0.0,933.96,3.999,92.17,71906.34,9227.65,3158.0,True,physics_simulated_synthetic_dynacard
card_00054_normal.png,normal,0,0.0,246.04,3.152,131.62,100919.48,9170.25,3148.77,True,physics_simulated_synthetic_dynacard
card_00055_normal.png,normal,0,0.0,10355.21,7.505,141.52,113956.34,9357.12,3159.6,True,physics_simulated_synthetic_dynacard
card_00056_normal.png,normal,0,0.0,5001.65,6.371,109.51,87281.0,9322.25,3199.16,True,physics_simulated_synthetic_dynacard
card_00057_normal.png,normal,0,0.0,65.02,5.145,73.44,57093.49,9254.23,3181.22,True,physics_simulated_synthetic_dynacard
card_00058_normal.png,normal,0,0.0,118.38,6.437,65.05,51099.6,9282.42,3167.54,True,physics_simulated_synthetic_dynacard
card_00059_normal.png,normal,0,0.0,2742.09,5.674,134.08,105171.6,9319.6,3163.17,True,physics_simulated_synthetic_dynacard
card_00060_normal.png,normal,0,0.0,11166.65,4.705,138.91,107823.98,9261.16,3167.86,True,physics_simulated_synthetic_dynacard
card_00061_normal.png,normal,0,0.0,1592.37,5.227,88.12,68613.13,9247.91,3186.38,True,physics_simulated_synthetic_dynacard
card_00062_normal.png,normal,0,0.0,458.51,5.09,70.55,55390.58,9251.0,3179.13,True,physics_simulated_synthetic_dynacard
card_00063_normal.png,normal,0,0.0,7160.05,4.286,115.75,89265.52,9223.44,3207.2,True,physics_simulated_synthetic_dynacard
card_00064_normal.png,normal,0,0.0,68.82,7.767,122.29,96523.25,9411.32,3158.27,True,physics_simulated_synthetic_dynacard
card_00065_normal.png,normal,0,0.0,11667.89,7.243,141.37,113202.65,9319.77,3137.63,True,physics_simulated_synthetic_dynacard
card_00066_normal.png,normal,0,0.0,684.1,6.92,92.87,73521.13,9344.38,3220.01,True,physics_simulated_synthetic_dynacard
card_00067_normal.png,normal,0,0.0,114.0,6.809,99.3,78228.24,9288.91,3143.59,True,physics_simulated_synthetic_dynacard
card_00068_normal.png,normal,0,0.0,17652.91,5.529,108.15,85960.43,9283.16,3164.0,True,physics_simulated_synthetic_dynacard
card_00069_normal.png,normal,0,0.0,1585.6,3.03,117.94,90779.17,9198.9,3239.01,True,physics_simulated_synthetic_dynacard
card_00070_normal.png,normal,0,0.0,3037.69,4.88,130.63,101065.21,9254.55,3220.34,True,physics_simulated_synthetic_dynacard
card_00071_normal.png,normal,0,0.0,210.2,5.337,142.7,112633.58,9275.27,3123.61,True,physics_simulated_synthetic_dynacard
card_00072_normal.png,normal,0,0.0,7764.7,3.457,68.88,53119.84,9268.36,3182.26,True,physics_simulated_synthetic_dynacard
card_00073_normal.png,normal,0,0.0,4690.85,6.781,112.53,88893.08,9309.49,3184.68,True,physics_simulated_synthetic_dynacard
card_00074_normal.png,normal,0,0.0,406.41,5.974,124.15,98539.72,9354.79,3152.05,True,physics_simulated_synthetic_dynacard
card_00075_normal.png,normal,0,0.0,64.28,5.936,78.16,61392.22,9336.64,3173.55,True,physics_simulated_synthetic_dynacard
card_00076_normal.png,normal,0,0.0,139.68,5.656,75.02,58648.27,9253.07,3152.48,True,physics_simulated_synthetic_dynacard
card_00077_normal.png,normal,0,0.0,24781.16,6.193,138.52,107576.1,9317.04,3134.94,True,physics_simulated_synthetic_dynacard
card_00078_normal.png,normal,0,0.0,105.7,3.495,98.98,75358.58,9189.96,3117.96,True,physics_simulated_synthetic_dynacard
card_00079_normal.png,normal,0,0.0,4101.28,4.891,114.1,89193.24,9233.19,3193.71,True,physics_simulated_synthetic_dynacard
card_00080_normal.png,normal,0,0.0,19861.01,6.46,84.71,66606.25,9362.4,3160.38,True,physics_simulated_synthetic_dynacard
card_00081_normal.png,normal,0,0.0,18904.97,6.562,138.02,107657.32,9305.15,3169.51,True,physics_simulated_synthetic_dynacard
card_00082_normal.png,normal,0,0.0,12170.4,7.308,100.26,79339.01,9301.82,3121.84,True,physics_simulated_synthetic_dynacard
card_00083_normal.png,normal,0,0.0,1735.08,4.912,73.22,56453.76,9241.73,3204.43,True,physics_simulated_synthetic_dynacard
card_00084_normal.png,normal,0,0.0,2225.19,5.552,69.93,55130.62,9318.86,3143.6,True,physics_simulated_synthetic_dynacard
card_00085_normal.png,normal,0,0.0,12436.07,4.085,110.01,84875.57,9292.25,3218.11,True,physics_simulated_synthetic_dynacard
card_00086_normal.png,normal,0,0.0,293.13,4.595,143.86,111636.69,9328.72,3161.13,True,physics_simulated_synthetic_dynacard
card_00087_normal.png,normal,0,0.0,6710.82,4.715,141.66,111399.55,9264.4,3191.12,True,physics_simulated_synthetic_dynacard
card_00088_normal.png,normal,0,0.0,2389.73,2.921,71.3,54101.5,9218.52,3209.46,True,physics_simulated_synthetic_dynacard
card_00089_normal.png,normal,0,0.0,230.5,7.44,113.81,90675.87,9346.88,3148.11,True,physics_simulated_synthetic_dynacard
card_00090_normal.png,normal,0,0.0,482.37,7.114,139.88,109888.25,9353.42,3180.65,True,physics_simulated_synthetic_dynacard
card_00091_normal.png,normal,0,0.0,8512.34,6.887,74.78,59477.43,9363.43,3212.64,True,physics_simulated_synthetic_dynacard
card_00092_normal.png,normal,0,0.0,979.69,5.061,127.81,99519.41,9250.18,3166.65,True,physics_simulated_synthetic_dynacard
card_00093_normal.png,normal,0,0.0,356.92,4.573,141.77,109253.36,9233.58,3189.27,True,physics_simulated_synthetic_dynacard
card_00094_normal.png,normal,0,0.0,182.83,5.595,107.39,83072.81,9257.29,3242.59,True,physics_simulated_synthetic_dynacard
card_00095_normal.png,normal,0,0.0,22485.76,3.488,107.39,82085.35,9226.41,3159.39,True,physics_simulated_synthetic_dynacard
card_00096_normal.png,normal,0,0.0,1086.49,5.711,80.14,62304.39,9294.68,3121.25,True,physics_simulated_synthetic_dynacard
card_00097_normal.png,normal,0,0.0,22592.02,4.629,85.45,66078.99,9235.33,3202.25,True,physics_simulated_synthetic_dynacard
card_00098_normal.png,normal,0,0.0,138.97,7.948,90.36,71622.93,9355.65,3136.66,True,physics_simulated_synthetic_dynacard
card_00099_normal.png,normal,0,0.0,269.79,3.608,139.43,108675.2,9208.46,3176.31,True,physics_simulated_synthetic_dynacard
card_00100_normal.png,normal,0,0.0,688.12,5.233,64.27,50144.59,9227.16,3147.97,True,physics_simulated_synthetic_dynacard
card_00101_normal.png,normal,0,0.0,15042.42,7.216,92.79,73865.14,9371.3,3191.76,True,physics_simulated_synthetic_dynacard
card_00102_normal.png,normal,0,0.0,21632.65,7.159,118.86,93932.07,9303.44,3093.77,True,physics_simulated_synthetic_dynacard
card_00103_normal.png,normal,0,0.0,1609.39,3.446,64.06,50128.68,9166.89,3212.06,True,physics_simulated_synthetic_dynacard
card_00104_normal.png,normal,0,0.0,2201.26,4.147,123.67,95774.74,9166.46,3164.55,True,physics_simulated_synthetic_dynacard
card_00105_normal.png,normal,0,0.0,15474.88,3.618,74.71,57865.58,9225.32,3111.13,True,physics_simulated_synthetic_dynacard
card_00106_normal.png,normal,0,0.0,99.84,2.902,101.76,78632.58,9219.28,3186.63,True,physics_simulated_synthetic_dynacard
card_00107_normal.png,normal,0,0.0,70.31,4.481,106.99,83158.11,9231.62,3178.96,True,physics_simulated_synthetic_dynacard
card_00108_normal.png,normal,0,0.0,550.38,7.516,132.86,106485.92,9323.2,3144.69,True,physics_simulated_synthetic_dynacard
card_00109_normal.png,normal,0,0.0,62.87,7.034,141.52,112625.12,9250.82,3191.4,True,physics_simulated_synthetic_dynacard
card_00110_normal.png,normal,0,0.0,153.89,4.5,125.25,97633.42,9245.31,3130.93,True,physics_simulated_synthetic_dynacard
card_00111_normal.png,normal,0,0.0,861.42,6.182,74.01,59347.88,9348.95,3127.01,True,physics_simulated_synthetic_dynacard
card_00112_normal.png,normal,0,0.0,27825.4,6.109,122.35,97366.27,9279.84,3165.41,True,physics_simulated_synthetic_dynacard
card_00113_normal.png,normal,0,0.0,15520.16,2.885,117.05,88274.65,9153.85,3171.35,True,physics_simulated_synthetic_dynacard
card_00114_normal.png,normal,0,0.0,94.31,6.81,77.03,61164.66,9335.89,3201.02,True,physics_simulated_synthetic_dynacard
card_00115_normal.png,normal,0,0.0,10773.61,4.886,120.03,93514.72,9276.77,3108.24,True,physics_simulated_synthetic_dynacard
card_00116_normal.png,normal,0,0.0,1829.27,5.957,75.14,59017.63,9287.85,3129.7,True,physics_simulated_synthetic_dynacard
card_00117_normal.png,normal,0,0.0,2991.62,6.302,78.59,63227.85,9395.61,3136.82,True,physics_simulated_synthetic_dynacard
card_00118_normal.png,normal,0,0.0,94.04,7.514,82.97,65666.98,9320.41,3144.55,True,physics_simulated_synthetic_dynacard
card_00119_normal.png,normal,0,0.0,5717.82,7.993,123.5,100108.47,9449.04,3142.5,True,physics_simulated_synthetic_dynacard
card_00120_normal.png,normal,0,0.0,235.05,5.346,108.04,85731.78,9265.54,3170.62,True,physics_simulated_synthetic_dynacard
card_00121_normal.png,normal,0,0.0,2056.8,7.389,140.03,109349.87,9377.46,3129.93,True,physics_simulated_synthetic_dynacard
card_00122_normal.png,normal,0,0.0,4765.44,7.406,129.03,104180.29,9326.16,3158.62,True,physics_simulated_synthetic_dynacard
card_00123_normal.png,normal,0,0.0,1603.89,3.628,93.27,71740.92,9213.9,3199.31,True,physics_simulated_synthetic_dynacard
card_00124_normal.png,normal,0,0.0,15323.0,5.908,85.16,66754.67,9271.59,3201.49,True,physics_simulated_synthetic_dynacard
card_00125_normal.png,normal,0,0.0,2083.12,3.951,118.0,90733.52,9218.85,3158.34,True,physics_simulated_synthetic_dynacard
card_00126_normal.png,normal,0,0.0,595.5,3.381,82.73,62833.82,9191.18,3164.13,True,physics_simulated_synthetic_dynacard
card_00127_normal.png,normal,0,0.0,125.36,2.784,83.79,63301.74,9126.29,3196.81,True,physics_simulated_synthetic_dynacard
card_00128_normal.png,normal,0,0.0,11900.64,4.0,139.72,109083.04,9252.12,3196.79,True,physics_simulated_synthetic_dynacard
card_00129_normal.png,normal,0,0.0,241.67,3.693,81.5,63501.96,9240.31,3205.04,True,physics_simulated_synthetic_dynacard
card_00130_normal.png,normal,0,0.0,26955.35,6.079,142.73,110638.25,9318.91,3132.88,True,physics_simulated_synthetic_dynacard
card_00131_normal.png,normal,0,0.0,195.08,6.02,94.37,73386.12,9332.91,3152.72,True,physics_simulated_synthetic_dynacard
card_00132_normal.png,normal,0,0.0,19757.16,6.594,67.28,52216.72,9314.48,3201.39,True,physics_simulated_synthetic_dynacard
card_00133_normal.png,normal,0,0.0,1062.78,2.66,134.04,102984.49,9202.28,3212.02,True,physics_simulated_synthetic_dynacard
card_00134_normal.png,normal,0,0.0,3042.28,3.005,66.52,50698.93,9158.39,3155.36,True,physics_simulated_synthetic_dynacard
card_00135_normal.png,normal,0,0.0,21704.29,7.577,136.83,109341.87,9433.8,3130.47,True,physics_simulated_synthetic_dynacard
card_00136_normal.png,normal,0,0.0,3239.94,4.003,78.95,61576.54,9207.04,3215.64,True,physics_simulated_synthetic_dynacard
card_00137_normal.png,normal,0,0.0,125.82,7.614,89.26,72474.66,9346.17,3144.43,True,physics_simulated_synthetic_dynacard
card_00138_normal.png,normal,0,0.0,158.55,4.055,95.4,73625.46,9214.57,3188.69,True,physics_simulated_synthetic_dynacard
card_00139_normal.png,normal,0,0.0,638.75,7.203,88.94,70599.36,9350.05,3136.59,True,physics_simulated_synthetic_dynacard
card_00140_normal.png,normal,0,0.0,3903.71,7.593,119.18,93781.07,9448.29,3150.08,True,physics_simulated_synthetic_dynacard
card_00141_normal.png,normal,0,0.0,13510.24,2.87,133.21,99992.27,9194.61,3206.28,True,physics_simulated_synthetic_dynacard
card_00142_normal.png,normal,0,0.0,1155.27,4.927,118.39,92497.58,9305.32,3177.73,True,physics_simulated_synthetic_dynacard
card_00143_normal.png,normal,0,0.0,28055.63,5.179,74.27,58970.08,9304.26,3100.66,True,physics_simulated_synthetic_dynacard
card_00144_normal.png,normal,0,0.0,4160.94,2.742,125.82,96101.21,9165.07,3246.87,True,physics_simulated_synthetic_dynacard
card_00145_normal.png,normal,0,0.0,3138.9,5.331,116.91,91784.11,9320.58,3157.52,True,physics_simulated_synthetic_dynacard
card_00146_normal.png,normal,0,0.0,8309.69,3.614,78.54,59027.19,9225.85,3211.32,True,physics_simulated_synthetic_dynacard
card_00147_normal.png,normal,0,0.0,634.81,3.793,141.25,110247.99,9179.07,3153.48,True,physics_simulated_synthetic_dynacard
card_00148_normal.png,normal,0,0.0,3557.78,7.716,83.19,66317.66,9402.44,3222.91,True,physics_simulated_synthetic_dynacard
card_00149_normal.png,normal,0,0.0,2743.26,7.766,141.03,110405.52,9371.93,3196.15,True,physics_simulated_synthetic_dynacard
card_00150_normal.png,normal,0,0.0,1299.18,5.853,140.72,110894.84,9339.87,3134.98,True,physics_simulated_synthetic_dynacard
card_00151_normal.png,normal,0,0.0,11454.81,3.666,97.7,75732.88,9251.62,3190.5,True,physics_simulated_synthetic_dynacard
card_00152_normal.png,normal,0,0.0,13931.33,4.861,111.75,88409.73,9329.13,3172.59,True,physics_simulated_synthetic_dynacard
card_00153_normal.png,normal,0,0.0,833.17,4.075,139.41,107345.62,9264.56,3217.71,True,physics_simulated_synthetic_dynacard
card_00154_normal.png,normal,0,0.0,1310.51,7.503,113.56,92245.9,9360.88,3158.32,True,physics_simulated_synthetic_dynacard
card_00155_normal.png,normal,0,0.0,15507.76,2.724,77.99,60533.34,9206.09,3166.7,True,physics_simulated_synthetic_dynacard
card_00156_normal.png,normal,0,0.0,8576.03,7.254,105.91,83387.99,9339.63,3180.35,True,physics_simulated_synthetic_dynacard
card_00157_normal.png,normal,0,0.0,5191.04,3.555,91.32,70991.07,9210.65,3173.23,True,physics_simulated_synthetic_dynacard
card_00158_normal.png,normal,0,0.0,12459.62,3.552,77.2,60171.16,9212.12,3190.25,True,physics_simulated_synthetic_dynacard
card_00159_normal.png,normal,0,0.0,141.26,3.004,80.44,62702.59,9240.45,3102.99,True,physics_simulated_synthetic_dynacard
card_00160_normal.png,normal,0,0.0,413.78,2.522,127.02,96478.86,9180.82,3165.21,True,physics_simulated_synthetic_dynacard
card_00161_normal.png,normal,0,0.0,622.09,3.381,72.89,56434.09,9186.13,3162.77,True,physics_simulated_synthetic_dynacard
card_00162_normal.png,normal,0,0.0,21405.12,6.695,128.17,100489.29,9339.36,3219.5,True,physics_simulated_synthetic_dynacard
card_00163_normal.png,normal,0,0.0,685.75,3.737,103.57,80679.8,9174.25,3172.57,True,physics_simulated_synthetic_dynacard
card_00164_normal.png,normal,0,0.0,147.95,3.2,99.41,77473.12,9179.55,3209.33,True,physics_simulated_synthetic_dynacard
card_00165_normal.png,normal,0,0.0,4229.96,4.744,109.79,85340.71,9261.78,3126.85,True,physics_simulated_synthetic_dynacard
card_00166_normal.png,normal,0,0.0,202.67,5.304,124.21,96959.76,9271.51,3157.84,True,physics_simulated_synthetic_dynacard
card_00167_normal.png,normal,0,0.0,3061.5,5.362,86.03,67535.43,9271.98,3165.82,True,physics_simulated_synthetic_dynacard
card_00168_normal.png,normal,0,0.0,108.83,5.984,72.71,57256.66,9344.67,3183.16,True,physics_simulated_synthetic_dynacard
card_00169_normal.png,normal,0,0.0,276.61,3.984,135.42,102874.1,9176.3,3197.64,True,physics_simulated_synthetic_dynacard
card_00170_normal.png,normal,0,0.0,3532.3,5.232,100.15,76933.29,9230.21,3168.12,True,physics_simulated_synthetic_dynacard
card_00171_normal.png,normal,0,0.0,5020.17,2.947,66.95,51670.24,9180.32,3178.3,True,physics_simulated_synthetic_dynacard
card_00172_normal.png,normal,0,0.0,23034.18,7.137,107.8,87175.32,9317.13,3155.13,True,physics_simulated_synthetic_dynacard
card_00173_normal.png,normal,0,0.0,5753.19,5.834,142.84,114739.82,9298.57,3214.12,True,physics_simulated_synthetic_dynacard
card_00174_normal.png,normal,0,0.0,726.17,3.589,102.82,78996.82,9187.97,3142.92,True,physics_simulated_synthetic_dynacard
card_00175_normal.png,normal,0,0.0,20337.16,4.67,134.67,106691.97,9226.12,3201.09,True,physics_simulated_synthetic_dynacard
card_00176_normal.png,normal,0,0.0,28556.78,6.911,114.74,90655.07,9331.69,3197.28,True,physics_simulated_synthetic_dynacard
card_00177_normal.png,normal,0,0.0,2702.6,7.914,135.12,107035.11,9342.8,3174.59,True,physics_simulated_synthetic_dynacard
card_00178_normal.png,normal,0,0.0,719.85,2.655,121.94,94551.79,9187.06,3160.61,True,physics_simulated_synthetic_dynacard
card_00179_normal.png,normal,0,0.0,117.8,6.099,81.82,63617.74,9258.73,3200.28,True,physics_simulated_synthetic_dynacard
card_00180_normal.png,normal,0,0.0,12954.31,3.763,82.05,64483.28,9215.65,3163.14,True,physics_simulated_synthetic_dynacard
card_00181_normal.png,normal,0,0.0,103.85,2.643,109.71,84800.67,9180.9,3157.79,True,physics_simulated_synthetic_dynacard
card_00182_normal.png,normal,0,0.0,138.28,3.561,116.84,90182.02,9151.27,3115.03,True,physics_simulated_synthetic_dynacard
card_00183_normal.png,normal,0,0.0,596.91,4.741,133.05,103687.63,9237.19,3143.08,True,physics_simulated_synthetic_dynacard
card_00184_normal.png,normal,0,0.0,3326.82,6.214,142.34,112334.71,9348.52,3137.36,True,physics_simulated_synthetic_dynacard
card_00185_normal.png,normal,0,0.0,16696.99,6.156,77.37,60971.61,9299.63,3122.11,True,physics_simulated_synthetic_dynacard
card_00186_normal.png,normal,0,0.0,226.39,3.181,96.27,74365.22,9179.98,3166.73,True,physics_simulated_synthetic_dynacard
card_00187_normal.png,normal,0,0.0,105.97,3.784,110.59,85925.63,9251.19,3222.7,True,physics_simulated_synthetic_dynacard
card_00188_normal.png,normal,0,0.0,5923.45,4.977,87.51,67461.58,9246.85,3159.79,True,physics_simulated_synthetic_dynacard
card_00189_normal.png,normal,0,0.0,10355.86,4.037,128.12,97875.7,9305.61,3204.34,True,physics_simulated_synthetic_dynacard
card_00190_normal.png,normal,0,0.0,800.67,6.879,66.07,52972.93,9359.78,3161.12,True,physics_simulated_synthetic_dynacard
card_00191_normal.png,normal,0,0.0,3445.24,7.226,119.85,95817.1,9363.95,3179.42,True,physics_simulated_synthetic_dynacard
card_00192_normal.png,normal,0,0.0,370.69,4.34,84.86,65843.7,9236.78,3154.31,True,physics_simulated_synthetic_dynacard
card_00193_normal.png,normal,0,0.0,16992.78,3.315,124.77,95614.36,9163.89,3175.51,True,physics_simulated_synthetic_dynacard
card_00194_normal.png,normal,0,0.0,82.66,4.557,72.73,56210.92,9238.22,3165.69,True,physics_simulated_synthetic_dynacard
card_00195_normal.png,normal,0,0.0,445.52,4.812,64.57,50262.69,9292.49,3168.95,True,physics_simulated_synthetic_dynacard
card_00196_normal.png,normal,0,0.0,74.41,7.785,100.63,80689.0,9382.06,3191.39,True,physics_simulated_synthetic_dynacard
card_00197_normal.png,normal,0,0.0,438.44,4.807,89.27,67915.76,9259.73,3139.22,True,physics_simulated_synthetic_dynacard
card_00198_normal.png,normal,0,0.0,3679.7,7.99,108.29,86281.55,9335.03,3132.02,True,physics_simulated_synthetic_dynacard
card_00199_normal.png,normal,0,0.0,7375.95,6.259,74.52,58847.34,9305.27,3143.71,True,physics_simulated_synthetic_dynacard
card_00200_normal.png,normal,0,0.0,206.11,5.102,115.22,89120.93,9278.89,3135.21,True,physics_simulated_synthetic_dynacard
card_00201_normal.png,normal,0,0.0,283.82,7.313,80.41,64556.36,9361.09,3133.66,True,physics_simulated_synthetic_dynacard
card_00202_normal.png,normal,0,0.0,1263.36,3.294,96.99,75932.18,9240.61,3166.38,True,physics_simulated_synthetic_dynacard
card_00203_normal.png,normal,0,0.0,1428.7,2.85,87.12,67736.54,9163.97,3137.41,True,physics_simulated_synthetic_dynacard
card_00204_normal.png,normal,0,0.0,588.46,4.752,75.71,58931.99,9238.89,3157.56,True,physics_simulated_synthetic_dynacard
card_00205_normal.png,normal,0,0.0,1391.98,6.033,84.52,66716.77,9294.43,3181.23,True,physics_simulated_synthetic_dynacard
card_00206_normal.png,normal,0,0.0,12492.83,4.653,139.45,108806.21,9300.86,3212.33,True,physics_simulated_synthetic_dynacard
card_00207_normal.png,normal,0,0.0,115.19,6.246,78.19,61297.41,9425.56,3151.2,True,physics_simulated_synthetic_dynacard
card_00208_normal.png,normal,0,0.0,17754.32,7.159,86.55,68808.95,9484.17,3192.4,True,physics_simulated_synthetic_dynacard
card_00209_normal.png,normal,0,0.0,748.49,7.768,109.44,86936.53,9350.67,3146.27,True,physics_simulated_synthetic_dynacard
card_00210_normal.png,normal,0,0.0,3136.55,7.326,113.47,90218.68,9411.58,3155.93,True,physics_simulated_synthetic_dynacard
